"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Cat","GO.Slim.Term","gene","uniprot","uniprot_taxa.id","uniprot.name"
"72","GO:1990511",0.0252607998137236,1,1,1,"piRNA biosynthetic process","BP",NA,NA,"PGEN_.00g008080","Q9NQI0","DDX4_HUMAN","Probable ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Vasa homolog)"
"73","GO:1905344",0.0306054409988745,1,1,1,"prostaglandin catabolic process","BP",NA,NA,"PGEN_.00g279730","Q5R6S0","ABHGA_PONAB","Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5 homolog) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23)"
"74","GO:1901796",0.0452332465549209,0.9920659009516,3,28,"regulation of signal transduction by p53 class mediator","BP",NA,NA,"PGEN_.00g211680; PGEN_.00g148050; PGEN_.00g004840","Q5VWG9; Q9BX63; P54646","TAF3_HUMAN; FANCJ_HUMAN; AAPK2_HUMAN","Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140); Fanconi anemia group J protein (Protein FACJ) (EC 3.6.4.13) (ATP-dependent RNA helicase BRIP1) (BRCA1-associated C-terminal helicase 1) (BRCA1-interacting protein C-terminal helicase 1) (BRCA1-interacting protein 1); 5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"75","GO:0097149",0.000903812808339452,0.999968810035248,3,9,"centralspindlin complex","CC","C","cytoskeleton","PGEN_.00g345650; PGEN_.00g173820; PGEN_.00g243530","Q02241; Q02241; E9Q5G3","KIF23_HUMAN; KIF23_HUMAN; KIF23_MOUSE","Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1); Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1); Kinesin-like protein KIF23"
"76","GO:0005756",0.0217475581929892,1,1,1,"mitochondrial proton-transporting ATP synthase, central stalk","CC","C","mitochondrion","PGEN_.00g122370","Q24407","ATP5J_DROME","ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6)"
"77","GO:0072492",0.0217475581909659,1,1,1,"host cell mitochondrial intermembrane space","CC","C","non-structural extracellular","PGEN_.00g027930","Q2M2S5","COA6_BOVIN","Cytochrome c oxidase assembly factor 6 homolog"
"78","GO:0045171",0.0268363352276552,0.996192481644326,3,25,"intercellular bridge","CC","C","non-structural extracellular","PGEN_.00g345650; PGEN_.00g173820; PGEN_.00g243530","Q02241; Q02241; E9Q5G3","KIF23_HUMAN; KIF23_HUMAN; KIF23_MOUSE","Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1); Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1); Kinesin-like protein KIF23"
"79","GO:0035267",0.0311653772454998,0.997605829491186,2,11,"NuA4 histone acetyltransferase complex","CC","C","nucleus","PGEN_.00g273340; PGEN_.00g122490","Q9Y4A5; Q9H2F5","TRRAP_HUMAN; EPC1_HUMAN","Transformation/transcription domain-associated protein (350/400 kDa PCAF-associated factor) (PAF350/400) (STAF40) (Tra1 homolog); Enhancer of polycomb homolog 1"
"80","GO:0032777",0.0464637660865514,0.999448641989262,1,2,"Piccolo NuA4 histone acetyltransferase complex","CC","C","nucleus","PGEN_.00g122490","Q9H2F5","EPC1_HUMAN","Enhancer of polycomb homolog 1"
"81","GO:0000145",0.0131694063967907,0.999452619743253,2,6,"exocyst","CC","C","other cellular component","PGEN_.00g242750; PGEN_.00g052870","A6H5Z3; Q9UPT5","EXC6B_MOUSE; EXOC7_HUMAN","Exocyst complex component 6B (Exocyst complex component Sec15B) (SEC15-like protein 2); Exocyst complex component 7 (Exocyst complex component Exo70)"
"82","GO:0009941",0.0217488167458994,1,1,1,"chloroplast envelope","CC","C","other cellular component","PGEN_.00g010060","Q8GX78","ANTR2_ARATH","Ascorbate transporter, chloroplastic (Phosphate transporter PHT4;4) (AtPHT4;4) (Probable anion transporter 2)"
"83","GO:0030496",0.0417294169996993,0.986460596618844,6,80,"midbody","CC","C","other cellular component","PGEN_.00g345650; PGEN_.00g015010; PGEN_.00g017170; PGEN_.00g173820; PGEN_.00g243530; PGEN_.00g145470","Q02241; Q80TF4; E1BLZ4; Q02241; E9Q5G3; O14578","KIF23_HUMAN; KLH13_MOUSE; ZFY26_BOVIN; KIF23_HUMAN; KIF23_MOUSE; CTRO_HUMAN","Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1); Kelch-like protein 13 (BTB and kelch domain-containing protein 2); Zinc finger FYVE domain-containing protein 26; Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1); Kinesin-like protein KIF23; Citron Rho-interacting kinase (CRIK) (EC 2.7.11.1) (Serine/threonine-protein kinase 21)"
"84","GO:0071547",0.0464685183661989,0.999448527837461,1,2,"piP-body","CC","C","other cellular component","PGEN_.00g008080","Q9NQI0","DDX4_HUMAN","Probable ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Vasa homolog)"
"85","GO:0042101",0.0217475581929306,1,1,1,"T cell receptor complex","CC","C","other membranes","PGEN_.00g263460","Q8R5A3","AB1IP_MOUSE","Amyloid beta A4 precursor protein-binding family B member 1-interacting protein (APBB1-interacting protein 1) (Proline-rich EVH1 ligand 1) (PREL-1) (Proline-rich protein 48)"
"86","GO:0009706",0.0217488167458994,1,1,1,"chloroplast inner membrane","CC","C","other membranes","PGEN_.00g010060","Q8GX78","ANTR2_ARATH","Ascorbate transporter, chloroplastic (Phosphate transporter PHT4;4) (AtPHT4;4) (Probable anion transporter 2)"
"87","GO:0034704",0.0226615086137396,0.998840248971178,2,5,"calcium channel complex","CC","C","other membranes","PGEN_.00g329100; PGEN_.00g036790","Q80UK0; Q08BI9","SESD1_MOUSE; MCU_DANRE","SEC14 domain and spectrin repeat-containing protein 1 (Huntingtin-interacting protein-like protein); Calcium uniporter protein, mitochondrial"
"88","GO:0001772",0.0221917326974748,0.998668370812323,2,8,"immunological synapse","CC","C","plasma membrane","PGEN_.00g045860; PGEN_.00g192760","Q8CIS0; Q96L92","CAR11_MOUSE; SNX27_HUMAN","Caspase recruitment domain-containing protein 11; Sorting nexin-27"
"89","GO:0032584",0.049059782605138,0.999384479917861,1,2,"growth cone membrane","CC","C","plasma membrane","PGEN_.00g052870","Q9UPT5","EXOC7_HUMAN","Exocyst complex component 7 (Exocyst complex component Exo70)"
"90","GO:0090543",0.00345569967364363,0.99963367332482,4,24,"Flemming body","CC",NA,NA,"PGEN_.00g345650; PGEN_.00g052870; PGEN_.00g173820; PGEN_.00g243530","Q02241; Q9UPT5; Q02241; E9Q5G3","KIF23_HUMAN; EXOC7_HUMAN; KIF23_HUMAN; KIF23_MOUSE","Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1); Exocyst complex component 7 (Exocyst complex component Exo70); Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1); Kinesin-like protein KIF23"
"91","GO:1990234",0.0430640031877093,0.999527210428576,1,2,"transferase complex","CC",NA,NA,"PGEN_.00g069590","Q5U2R1","DLP1_RAT","Decaprenyl-diphosphate synthase subunit 2 (EC 2.5.1.91) (All-trans-decaprenyl-diphosphate synthase subunit 2) (Decaprenyl pyrophosphate synthase subunit 2)"
"92","GO:0005093",0.0250828711981476,1,1,1,"Rab GDP-dissociation inhibitor activity","MF","F","enzyme regulator activity","PGEN_.00g216310","P50397","GDIB_BOVIN","Rab GDP dissociation inhibitor beta (Rab GDI beta) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2)"
"93","GO:0004865",0.0458208235819555,1,1,1,"protein serine/threonine phosphatase inhibitor activity","MF","F","enzyme regulator activity","PGEN_.00g029230","Q8TAE6","PP14C_HUMAN","Protein phosphatase 1 regulatory subunit 14C (Kinase-enhanced PP1 inhibitor) (PKC-potentiated PP1 inhibitory protein) (Serologically defined breast cancer antigen NY-BR-81)"
"94","GO:0032266",0.000651829059352974,0.99993948782804,5,20,"phosphatidylinositol-3-phosphate binding","MF","F","other molecular function","PGEN_.00g329100; PGEN_.00g192760; PGEN_.00g285380; PGEN_.00g017170; PGEN_.00g051140","Q80UK0; Q96L92; Q5VWQ8; E1BLZ4; Q9Y484","SESD1_MOUSE; SNX27_HUMAN; DAB2P_HUMAN; ZFY26_BOVIN; WIPI4_HUMAN","SEC14 domain and spectrin repeat-containing protein 1 (Huntingtin-interacting protein-like protein); Sorting nexin-27; Disabled homolog 2-interacting protein (DAB2 interaction protein) (DAB2-interacting protein) (ASK-interacting protein 1) (AIP-1) (DOC-2/DAB-2 interactive protein); Zinc finger FYVE domain-containing protein 26; WD repeat domain phosphoinositide-interacting protein 4 (WIPI-4) (WD repeat-containing protein 45)"
"95","GO:0016410",0.00460964306645051,0.999898058607012,2,5,"N-acyltransferase activity","MF","F","other molecular function","PGEN_.00g086370; PGEN_.00g086390","A2AKK5; Q91X34","ACNT1_MOUSE; BAAT_MOUSE","Acyl-coenzyme A amino acid N-acyltransferase 1 (EC 2.3.1.-); Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Bile acid-CoA thioesterase) (Choloyl-CoA hydrolase) (EC 3.1.2.27) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2)"
"96","GO:0080025",0.0115107791232596,0.998894486905426,3,14,"phosphatidylinositol-3,5-bisphosphate binding","MF","F","other molecular function","PGEN_.00g329100; PGEN_.00g343270; PGEN_.00g051140","Q80UK0; P54939; Q9Y484","SESD1_MOUSE; TLN1_CHICK; WIPI4_HUMAN","SEC14 domain and spectrin repeat-containing protein 1 (Huntingtin-interacting protein-like protein); Talin-1; WD repeat domain phosphoinositide-interacting protein 4 (WIPI-4) (WD repeat-containing protein 45)"
"97","GO:0045295",0.0131741094148632,0.998618681072118,3,18,"gamma-catenin binding","MF","F","other molecular function","PGEN_.00g101900; PGEN_.00g240170; PGEN_.00g093280","P35822; Q99M80; Q15262","PTPRK_MOUSE; PTPRT_MOUSE; PTPRK_HUMAN","Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48); Receptor-type tyrosine-protein phosphatase T (R-PTP-T) (EC 3.1.3.48) (RPTPmam4) (Receptor-type tyrosine-protein phosphatase rho) (RPTP-rho) (mRPTPrho); Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)"
"98","GO:0047617",0.0155330330548401,0.999207748535711,2,9,"acyl-CoA hydrolase activity","MF","F","other molecular function","PGEN_.00g086370; PGEN_.00g086390","A2AKK5; Q91X34","ACNT1_MOUSE; BAAT_MOUSE","Acyl-coenzyme A amino acid N-acyltransferase 1 (EC 2.3.1.-); Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Bile acid-CoA thioesterase) (Choloyl-CoA hydrolase) (EC 3.1.2.27) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2)"
"99","GO:0033819",0.0217475581905863,1,1,1,"lipoyl(octanoyl) transferase activity","MF","F","other molecular function","PGEN_.00g236910","Q9VN27","LIPT2_DROME","Putative lipoyltransferase 2, mitochondrial (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)"
"100","GO:0032795",0.0217475581925695,1,1,1,"heterotrimeric G-protein binding","MF","F","other molecular function","PGEN_.00g102230","Q9R1K9","CETN2_MOUSE","Centrin-2 (Caltractin isoform 1)"
"101","GO:0050358",0.0217478325922256,1,1,1,"tropinone reductase activity","MF","F","other molecular function","PGEN_.00g279140","P50164","TRN2_HYONI","Tropinone reductase 2 (EC 1.1.1.236) (Tropinone reductase II) (TR-II)"
"102","GO:0004092",0.0217937065726118,1,1,1,"carnitine O-acetyltransferase activity","MF","F","other molecular function","PGEN_.00g294230","Q704S8","CACP_RAT","Carnitine O-acetyltransferase (Carnitine acetylase) (EC 2.3.1.7) (Carnitine acetyltransferase) (CAT) (CrAT)"
"103","GO:0070224",0.026014038975223,1,1,1,"sulfide:quinone oxidoreductase activity","MF","F","other molecular function","PGEN_.00g150990","Q9Y6N5","SQOR_HUMAN","Sulfide:quinone oxidoreductase, mitochondrial (SQOR) (EC 1.8.5.-) (Sulfide dehydrogenase-like) (Sulfide quinone oxidoreductase)"
"104","GO:0004055",0.0294444097663121,1,1,1,"argininosuccinate synthase activity","MF","F","other molecular function","PGEN_.00g279150","Q11D10","ASSY_CHESB","Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)"
"105","GO:0004411",0.0313564968820571,1,1,1,"homogentisate 1,2-dioxygenase activity","MF","F","other molecular function","PGEN_.00g060400","Q93099","HGD_HUMAN","Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)"
"106","GO:0004617",0.0320517162388706,1,1,1,"phosphoglycerate dehydrogenase activity","MF","F","other molecular function","PGEN_.00g273600","O08651","SERA_RAT","D-3-phosphoglycerate dehydrogenase (3-PGDH) (EC 1.1.1.95)"
"107","GO:0004306",0.0324897168852812,1,1,1,"ethanolamine-phosphate cytidylyltransferase activity","MF","F","other molecular function","PGEN_.00g036250","Q5EA75","PCY2_BOVIN","Ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14) (CTP:phosphoethanolamine cytidylyltransferase) (Phosphorylethanolamine transferase)"
"108","GO:0070273",0.0375491610946372,0.996859689390853,2,10,"phosphatidylinositol-4-phosphate binding","MF","F","other molecular function","PGEN_.00g329100; PGEN_.00g285380","Q80UK0; Q5VWQ8","SESD1_MOUSE; DAB2P_HUMAN","SEC14 domain and spectrin repeat-containing protein 1 (Huntingtin-interacting protein-like protein); Disabled homolog 2-interacting protein (DAB2 interaction protein) (DAB2-interacting protein) (ASK-interacting protein 1) (AIP-1) (DOC-2/DAB-2 interactive protein)"
"109","GO:0005502",0.0430232328202999,0.999528115186277,1,2,"11-cis retinal binding","MF","F","other molecular function","PGEN_.00g072260","Q5XXP2","OPN4_PHOSU","Melanopsin (Opsin-4)"
"110","GO:0000010",0.0430640031877093,0.999527210428576,1,2,"trans-hexaprenyltranstransferase activity","MF","F","other molecular function","PGEN_.00g069590","Q5U2R1","DLP1_RAT","Decaprenyl-diphosphate synthase subunit 2 (EC 2.5.1.91) (All-trans-decaprenyl-diphosphate synthase subunit 2) (Decaprenyl pyrophosphate synthase subunit 2)"
"111","GO:0070410",0.0433246834209242,0.995964184106735,2,12,"co-SMAD binding","MF","F","other molecular function","PGEN_.00g239060; PGEN_.00g348700","Q93008; Q9UPN9","USP9X_HUMAN; TRI33_HUMAN","Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X); E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (RET-fused gene 7 protein) (Protein Rfg7) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)"
"112","GO:0047963",0.0434005130093928,0.999519708917374,1,2,"glycine N-choloyltransferase activity","MF","F","other molecular function","PGEN_.00g086390","Q91X34","BAAT_MOUSE","Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Bile acid-CoA thioesterase) (Choloyl-CoA hydrolase) (EC 3.1.2.27) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2)"
"113","GO:0052816",0.0434005130093928,0.999519708917374,1,2,"long-chain acyl-CoA hydrolase activity","MF","F","other molecular function","PGEN_.00g086390","Q91X34","BAAT_MOUSE","Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Bile acid-CoA thioesterase) (Choloyl-CoA hydrolase) (EC 3.1.2.27) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2)"
"114","GO:0052817",0.0434005130093928,0.999519708917374,1,2,"very long chain acyl-CoA hydrolase activity","MF","F","other molecular function","PGEN_.00g086390","Q91X34","BAAT_MOUSE","Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Bile acid-CoA thioesterase) (Choloyl-CoA hydrolase) (EC 3.1.2.27) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2)"
"115","GO:0052899",0.0439806135313329,1,1,1,"N(1),N(12)-diacetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF","F","other molecular function","PGEN_.00g243110","Q6QHF9","PAOX_HUMAN","Peroxisomal N(1)-acetyl-spermine/spermidine oxidase (EC 1.5.3.13) (Polyamine oxidase)"
"116","GO:0052902",0.0439806135313329,1,1,1,"spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity","MF","F","other molecular function","PGEN_.00g243110","Q6QHF9","PAOX_HUMAN","Peroxisomal N(1)-acetyl-spermine/spermidine oxidase (EC 1.5.3.13) (Polyamine oxidase)"
"117","GO:0052903",0.0439806135313329,1,1,1,"N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF","F","other molecular function","PGEN_.00g243110","Q6QHF9","PAOX_HUMAN","Peroxisomal N(1)-acetyl-spermine/spermidine oxidase (EC 1.5.3.13) (Polyamine oxidase)"
"118","GO:0052904",0.0439806135313329,1,1,1,"N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF","F","other molecular function","PGEN_.00g243110","Q6QHF9","PAOX_HUMAN","Peroxisomal N(1)-acetyl-spermine/spermidine oxidase (EC 1.5.3.13) (Polyamine oxidase)"
"119","GO:0008374",0.0441802989476698,0.999502093716226,1,2,"O-acyltransferase activity","MF","F","other molecular function","PGEN_.00g169510","Q8NCC3","PAG15_HUMAN","Group XV phospholipase A2 (EC 2.3.1.-) (1-O-acylceramide synthase) (ACS) (LCAT-like lysophospholipase) (LLPL) (Lysophospholipase 3) (Lysosomal phospholipase A2) (LPLA2)"
"120","GO:0016758",0.044456770293276,1,1,1,"hexosyltransferase activity","MF","F","other molecular function","PGEN_.00g171650","Q66IJ4","PIGM_XENTR","GPI mannosyltransferase 1 (EC 2.4.1.-) (GPI mannosyltransferase I) (GPI-MT-I) (Phosphatidylinositol-glycan biosynthesis class M protein) (PIG-M)"
"121","GO:0005507",0.0459720108924446,0.988897210673449,4,52,"copper ion binding","MF","F","other molecular function","PGEN_.00g283380; PGEN_.00g279740; PGEN_.00g206240; PGEN_.00g027930","Q9XTQ6; Q5TZ24; J9VY90; Q2M2S5","TBH1_CAEEL; MOXD1_DANRE; LAC1_CRYNH; COA6_BOVIN","Tyramine beta-hydroxylase (EC 1.14.17.-); DBH-like monooxygenase protein 1 homolog (EC 1.14.17.-); Laccase-1 (EC 1.10.3.2) (Diphenol oxidase 1); Cytochrome c oxidase assembly factor 6 homolog"
"122","GO:0052689",0.0460990207048885,0.99543086245431,2,15,"carboxylic ester hydrolase activity","MF","F","other molecular function","PGEN_.00g001480; PGEN_.00g086390","Q3MHR0; Q91X34","LYPA1_BOVIN; BAAT_MOUSE","Acyl-protein thioesterase 1 (APT-1) (EC 3.1.2.-) (Lysophospholipase 1) (Lysophospholipase I) (LPL-I) (LysoPLA I); Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Bile acid-CoA thioesterase) (Choloyl-CoA hydrolase) (EC 3.1.2.27) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2)"
"123","GO:0050700",0.046973757699782,1,1,1,"CARD domain binding","MF","F","other molecular function","PGEN_.00g045860","Q8CIS0","CAR11_MOUSE","Caspase recruitment domain-containing protein 11"
"124","GO:0008020",0.0430232328202999,0.999528115186277,1,2,"G protein-coupled photoreceptor activity","MF","F","signal transduction activity","PGEN_.00g072260","Q5XXP2","OPN4_PHOSU","Melanopsin (Opsin-4)"
"125","GO:1902051",0.0406041544563913,1,1,1,"(25S)-Delta(4)-dafachronate binding","MF",NA,NA,"PGEN_.00g110700","G5EFF5","DAF12_CAEEL","Nuclear hormone receptor family member daf-12 (Abnormal dauer formation protein 12)"
"126","GO:1902052",0.0406041544563913,1,1,1,"(25S)-Delta(7)-dafachronate binding","MF",NA,NA,"PGEN_.00g110700","G5EFF5","DAF12_CAEEL","Nuclear hormone receptor family member daf-12 (Abnormal dauer formation protein 12)"
"127","GO:0050347",0.0430640031877093,0.999527210428576,1,2,NA,NA,"F","other molecular function","PGEN_.00g069590","Q5U2R1","DLP1_RAT","Decaprenyl-diphosphate synthase subunit 2 (EC 2.5.1.91) (All-trans-decaprenyl-diphosphate synthase subunit 2) (Decaprenyl pyrophosphate synthase subunit 2)"
"128","GO:0102555",0.0217475581905863,1,1,1,NA,NA,NA,NA,"PGEN_.00g236910","Q9VN27","LIPT2_DROME","Putative lipoyltransferase 2, mitochondrial (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)"
"129","GO:1905929",0.0419599736132965,1,1,1,NA,NA,NA,NA,"PGEN_.00g013900","Q80TN7","NAV3_MOUSE","Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1)"
