"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Cat","GO.Slim.Term","gene","uniprot","uniprot_taxa.id","uniprot.name"
"32","GO:0090090",0.0279240414528614,0.991093461029456,7,46,"negative regulation of canonical Wnt signaling pathway","BP","P","signal transduction","PGEN_.00g204470; PGEN_.00g190430; PGEN_.00g111560; PGEN_.00g010610; PGEN_.00g242340; PGEN_.00g332130; PGEN_.00g330590","P41221; O75096; Q90Z05; O75581; Q01705; A0JM23; O70421","WNT5A_HUMAN; LRP4_HUMAN; VNG2B_XENLA; LRP6_HUMAN; NOTC1_MOUSE; NPHP3_XENTR; FZD1_MOUSE","Protein Wnt-5a; Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7); Vang-like protein 2-B (Protein strabismus-B) (Van Gogh-like protein 2-B) (Xstrabismus-B) (Xstbm-B); Low-density lipoprotein receptor-related protein 6 (LRP-6); Neurogenic locus notch homolog protein 1 (Notch 1) (Motch A) (mT14) (p300) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]; Nephrocystin-3; Frizzled-1 (Fz-1) (mFz1)"
"33","GO:0072383",0.00214695364776638,0.999845369006294,4,9,"plus-end-directed vesicle transport along microtubule","BP","P","transport","PGEN_.00g289090; PGEN_.00g309800; PGEN_.00g173820; PGEN_.00g267550","E9Q5G3; Q9EQW7; Q02241; E9Q5G3","KIF23_MOUSE; KI13A_MOUSE; KIF23_HUMAN; KIF23_MOUSE","Kinesin-like protein KIF23; Kinesin-like protein KIF13A; Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1); Kinesin-like protein KIF23"
"34","GO:0006906",0.0359853537662977,0.994799388856178,3,12,"vesicle fusion","BP","P","transport","PGEN_.00g082970; PGEN_.00g185010; PGEN_.00g245880","Q5ZL74; Q8BVI5; O75923","VAMP7_CHICK; STX16_MOUSE; DYSF_HUMAN","Vesicle-associated membrane protein 7 (Synaptobrevin-like protein 1); Syntaxin-16; Dysferlin (Dystrophy-associated fer-1-like protein) (Fer-1-like protein 1)"
"35","GO:0035815",0.0468151973877648,0.996127293183476,2,6,"positive regulation of renal sodium excretion","BP","P","transport","PGEN_.00g164020; PGEN_.00g148340","P16066; P16066","ANPRA_HUMAN; ANPRA_HUMAN","Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A); Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"
"36","GO:0051028",0.0474729816847697,0.984544781077769,6,43,"mRNA transport","BP","P","transport","PGEN_.00g266640; PGEN_.00g316730; PGEN_.00g008060; PGEN_.00g086180; PGEN_.00g292220; PGEN_.00g326070","Q5SF07; O95271; Q8CFF0; Q6PFD9; Q6ZQH8; Q5U249","IF2B2_MOUSE; TNKS1_HUMAN; PAR11_MOUSE; NUP98_MOUSE; NU188_MOUSE; ELYS_XENLA","Insulin-like growth factor 2 mRNA-binding protein 2 (IGF2 mRNA-binding protein 2) (IMP-2) (IGF-II mRNA-binding protein 2) (VICKZ family member 2); Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Poly [ADP-ribose] polymerase 5A) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TNKS-1) (TRF1-interacting ankyrin-related ADP-ribose polymerase) (Tankyrase I) (Tankyrase-1) (TANK1); Protein mono-ADP-ribosyltransferase PARP11 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 11) (ARTD11) (Poly [ADP-ribose] polymerase 11) (PARP-11); Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)]; Nucleoporin NUP188 homolog; Protein ELYS (Protein MEL-28) (xELYS)"
"37","GO:1903204",0.0205263384785712,0.997883599745942,3,8,"negative regulation of oxidative stress-induced neuron death","BP",NA,NA,"PGEN_.00g312440; PGEN_.00g322450; PGEN_.00g330590","Q4V8B0; Q9BXM7; O70421","OXR1_RAT; PINK1_HUMAN; FZD1_MOUSE","Oxidation resistance protein 1 (Protein C7); Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1); Frizzled-1 (Fz-1) (mFz1)"
"38","GO:0031985",0.00717788820719082,0.999142762115945,4,14,"Golgi cisterna","CC","C","ER/Golgi","PGEN_.00g185010; PGEN_.00g145440; PGEN_.00g116670; PGEN_.00g145470","Q8BVI5; P49025; O88307; O14578","STX16_MOUSE; CTRO_MOUSE; SORL_MOUSE; CTRO_HUMAN","Syntaxin-16; Citron Rho-interacting kinase (CRIK) (EC 2.7.11.1) (Rho-interacting, serine/threonine-protein kinase 21); Sortilin-related receptor (Gp250) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA); Citron Rho-interacting kinase (CRIK) (EC 2.7.11.1) (Serine/threonine-protein kinase 21)"
"39","GO:0097149",0.00794711199599194,0.999401815519006,3,9,"centralspindlin complex","CC","C","cytoskeleton","PGEN_.00g289090; PGEN_.00g173820; PGEN_.00g267550","E9Q5G3; Q02241; E9Q5G3","KIF23_MOUSE; KIF23_HUMAN; KIF23_MOUSE","Kinesin-like protein KIF23; Kinesin-like protein KIF23 (Kinesin-like protein 5) (Mitotic kinesin-like protein 1); Kinesin-like protein KIF23"
"40","GO:0045298",0.0323960614554049,0.997813209678991,2,6,"tubulin complex","CC","C","cytoskeleton","PGEN_.00g233580; PGEN_.00g233610","P68372; P68372","TBB4B_MOUSE; TBB4B_MOUSE","Tubulin beta-4B chain (Tubulin beta-2C chain); Tubulin beta-4B chain (Tubulin beta-2C chain)"
"41","GO:0000124",0.0122315314530215,0.998919019056651,3,9,"SAGA complex","CC","C","nucleus","PGEN_.00g266070; PGEN_.00g044240; PGEN_.00g039890","Q9Y4A5; Q9UPT9; Q80YV3","TRRAP_HUMAN; UBP22_HUMAN; TRRAP_MOUSE","Transformation/transcription domain-associated protein (350/400 kDa PCAF-associated factor) (PAF350/400) (STAF40) (Tra1 homolog); Ubiquitin carboxyl-terminal hydrolase 22 (EC 3.4.19.12) (Deubiquitinating enzyme 22) (Ubiquitin thioesterase 22) (Ubiquitin-specific-processing protease 22); Transformation/transcription domain-associated protein (Tra1 homolog)"
"42","GO:0005643",0.0161742832582347,0.995982718726396,6,34,"nuclear pore","CC","C","nucleus","PGEN_.00g316730; PGEN_.00g068280; PGEN_.00g008060; PGEN_.00g086180; PGEN_.00g326070; PGEN_.00g259110","O95271; Q802D3; Q8CFF0; Q6PFD9; Q5U249; Q99666","TNKS1_HUMAN; XPO4_DANRE; PAR11_MOUSE; NUP98_MOUSE; ELYS_XENLA; RGPD5_HUMAN","Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Poly [ADP-ribose] polymerase 5A) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TNKS-1) (TRF1-interacting ankyrin-related ADP-ribose polymerase) (Tankyrase I) (Tankyrase-1) (TANK1); Exportin-4; Protein mono-ADP-ribosyltransferase PARP11 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 11) (ARTD11) (Poly [ADP-ribose] polymerase 11) (PARP-11); Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)]; Protein ELYS (Protein MEL-28) (xELYS); RANBP2-like and GRIP domain-containing protein 5/6 (Ran-binding protein 2-like 1/2) (RanBP2-like 1/2) (RanBP2L1) (RanBP2L2) (Sperm membrane protein BS-63)"
"43","GO:0097381",0.012795259961068,0.998849873519925,3,9,"photoreceptor disc membrane","CC",NA,NA,"PGEN_.00g015880; PGEN_.00g173780; PGEN_.00g260920","Q9NRC6; Q6ZZY0; Q5IZC5","SPTN5_HUMAN; CRY1_SYLBO; CRY1_ERIRU","Spectrin beta chain, non-erythrocytic 5 (Beta-V spectrin); Cryptochrome-1; Cryptochrome-1"
"44","GO:0099524",0.0475501633589254,0.996032125301068,2,6,"postsynaptic cytosol","CC",NA,NA,"PGEN_.00g199580; PGEN_.00g042660","P46935; O08586","NEDD4_MOUSE; PTEN_MOUSE","E3 ubiquitin-protein ligase NEDD4 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4) (Neural precursor cell expressed developmentally down-regulated protein 4) (NEDD-4); Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Mutated in multiple advanced cancers 1) (Phosphatase and tensin homolog)"
"45","GO:0004672",0.0406578102777776,0.979827879354182,14,116,"protein kinase activity","MF","F","kinase activity","PGEN_.00g334400; PGEN_.00g035770; PGEN_.00g164020; PGEN_.00g211830; PGEN_.00g220380; PGEN_.00g148340; PGEN_.00g207910; PGEN_.00g004830; PGEN_.00g237080; PGEN_.00g322450; PGEN_.00g030920; PGEN_.00g050570; PGEN_.00g216710; PGEN_.00g278670","O01761; P0C605; P16066; P16056; Q9UHD2; P16066; Q8IPH9; Q8BRK8; Q9UKE5; Q9BXM7; Q9VXE5; Q96Q15; Q13177; P18293","UNC89_CAEEL; KGP1_MOUSE; ANPRA_HUMAN; MET_MOUSE; TBK1_HUMAN; ANPRA_HUMAN; SLOB_DROME; AAPK2_MOUSE; TNIK_HUMAN; PINK1_HUMAN; PAKM_DROME; SMG1_HUMAN; PAK2_HUMAN; ANPRA_MOUSE","Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89); cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI); Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A); Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met); Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1); Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A); Slowpoke-binding protein; 5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31); TRAF2 and NCK-interacting protein kinase (EC 2.7.11.1); Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1); Serine/threonine-protein kinase PAK mbt (EC 2.7.11.1) (Protein mushroom bodies tiny) (p21-activated kinase-related protein); Serine/threonine-protein kinase SMG1 (SMG-1) (hSMG-1) (EC 2.7.11.1) (61E3.4) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein); Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)]; Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"
"46","GO:0050694",0.000880790123108866,0.999947864070348,4,10,"galactose 3-O-sulfotransferase activity","MF","F","other molecular function","PGEN_.00g129780; PGEN_.00g134400; PGEN_.00g237520; PGEN_.00g135120","P61315; P61315; P61315; P61315","G3ST3_MOUSE; G3ST3_MOUSE; G3ST3_MOUSE; G3ST3_MOUSE","Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3); Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3); Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3); Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"
"47","GO:0001733",0.0028436969562899,0.999744406004144,4,13,"galactosylceramide sulfotransferase activity","MF","F","other molecular function","PGEN_.00g129780; PGEN_.00g134400; PGEN_.00g237520; PGEN_.00g135120","P61315; P61315; P61315; P61315","G3ST3_MOUSE; G3ST3_MOUSE; G3ST3_MOUSE; G3ST3_MOUSE","Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3); Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3); Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3); Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"
"48","GO:0001537",0.017879023991314,0.998068350109506,3,11,"N-acetylgalactosamine 4-O-sulfotransferase activity","MF","F","other molecular function","PGEN_.00g049950; PGEN_.00g293980; PGEN_.00g290300","Q8NET6; Q8NCH0; P69478","CHSTD_HUMAN; CHSTE_HUMAN; CHSTB_RAT","Carbohydrate sulfotransferase 13 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 3) (Chondroitin 4-sulfotransferase 3) (C4ST-3) (C4ST3); Carbohydrate sulfotransferase 14 (EC 2.8.2.35) (Dermatan 4-sulfotransferase 1) (D4ST-1) (hD4ST1); Carbohydrate sulfotransferase 11 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 1) (Chondroitin 4-sulfotransferase 1) (C4S-1) (C4ST-1) (C4ST1)"
"49","GO:0051219",0.0197065806178529,0.9968163119525,4,14,"phosphoprotein binding","MF","F","other molecular function","PGEN_.00g211820; PGEN_.00g220380; PGEN_.00g029240; PGEN_.00g068290","Q9WUN2; Q9UHD2; Q86VZ4; Q8NER1","TBK1_MOUSE; TBK1_HUMAN; LRP11_HUMAN; TRPV1_HUMAN","Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (T2K) (TANK-binding kinase 1); Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1); Low-density lipoprotein receptor-related protein 11 (LRP-11); Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Capsaicin receptor) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1)"
"50","GO:0004518",0.0214506517011619,0.995085520171572,5,33,"nuclease activity","MF","F","other molecular function","PGEN_.00g082390; PGEN_.00g130160; PGEN_.00g061770; PGEN_.00g312690; PGEN_.00g030650","Q8BR93; Q8BR93; Q6AZB8; Q6AZB8; Q96MB7","HARB1_MOUSE; HARB1_MOUSE; HARB1_DANRE; HARB1_DANRE; HARB1_HUMAN","Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease); Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease); Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease); Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease); Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"
"51","GO:0008094",0.0347813369479214,0.994962060933752,3,13,"ATP-dependent activity, acting on DNA","MF","F","other molecular function","PGEN_.00g279860; PGEN_.00g333150; PGEN_.00g014630","O70422; Q01320; Q6ZPV2","TF2H4_MOUSE; TOP2A_MOUSE; INO80_MOUSE","General transcription factor IIH subunit 4 (Basic transcription factor 2 52 kDa subunit) (BTF2 p52) (General transcription factor IIH polypeptide 4) (TFIIH basal transcription factor complex p52 subunit); DNA topoisomerase 2-alpha (EC 5.6.2.2) (DNA topoisomerase II, alpha isozyme); Chromatin-remodeling ATPase INO80 (EC 3.6.4.-) (DNA helicase-related INO80 complex homolog 1) (DNA helicase-related protein INO80)"
"52","GO:0017147",0.0472266733944912,0.989447124260279,4,18,"Wnt-protein binding","MF","F","other molecular function","PGEN_.00g299380; PGEN_.00g010610; PGEN_.00g122380; PGEN_.00g330590","C0HL13; O75581; Q91VN0; O70421","LRP2_PIG; LRP6_HUMAN; LRP5_MOUSE; FZD1_MOUSE","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin); Low-density lipoprotein receptor-related protein 6 (LRP-6); Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7); Frizzled-1 (Fz-1) (mFz1)"
"53","GO:0042813",0.0214414654231302,0.996444538178419,4,14,"Wnt receptor activity","MF","F","signal transduction activity","PGEN_.00g299380; PGEN_.00g010610; PGEN_.00g122380; PGEN_.00g330590","C0HL13; O75581; Q91VN0; O70421","LRP2_PIG; LRP6_HUMAN; LRP5_MOUSE; FZD1_MOUSE","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin); Low-density lipoprotein receptor-related protein 6 (LRP-6); Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7); Frizzled-1 (Fz-1) (mFz1)"
"54","GO:0005109",0.0466202924121655,0.989626504605271,4,18,"frizzled binding","MF","F","signal transduction activity","PGEN_.00g208580; PGEN_.00g204470; PGEN_.00g010610; PGEN_.00g330590","Q3L254; P41221; O75581; O70421","WNT7B_CHICK; WNT5A_HUMAN; LRP6_HUMAN; FZD1_MOUSE","Protein Wnt-7b; Protein Wnt-5a; Low-density lipoprotein receptor-related protein 6 (LRP-6); Frizzled-1 (Fz-1) (mFz1)"
"55","GO:0072358",0.0307705668138193,0.995997682869508,3,10,NA,NA,"P","developmental processes","PGEN_.00g043790; PGEN_.00g133410; PGEN_.00g237190","P97346; Q503L9; O15550","NXN_MOUSE; NXN_DANRE; KDM6A_HUMAN","Nucleoredoxin (EC 1.8.1.8) (Protein Red-1); Nucleoredoxin (EC 1.8.1.8); Lysine-specific demethylase 6A (EC 1.14.11.-) (Histone demethylase UTX) (Ubiquitously-transcribed TPR protein on the X chromosome) (Ubiquitously-transcribed X chromosome tetratricopeptide repeat protein)"
"56","GO:0048037",0.0432045451547086,0.996582194738085,2,6,NA,NA,"F","other molecular function","PGEN_.00g165030; PGEN_.00g176980","P04818; Q99489","TYSY_HUMAN; OXDD_HUMAN","Thymidylate synthase (TS) (TSase) (EC 2.1.1.45); D-aspartate oxidase (DASOX) (DDO) (EC 1.4.3.1)"
