"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","reason","matches","identifier","name","namespace","description","class"
"17","GO:0003774",0.0294234937516204,0.998261667762834,2,5,NA,NA,"MATCH",1,"GO:0003774","motor activity","MF","Catalysis of the generation of force resulting either in movement along a microfilament or microtubule, or in torque resulting in membrane scission, coupled to the hydrolysis of a nucleoside triphosphate.","GOTerm"
"18","GO:0003951",0.0176546446330321,0.999315387557827,2,4,"NAD+ kinase activity","MF","MATCH",1,"GO:0003951","NAD+ kinase activity","MF","Catalysis of the reaction: ATP + NAD(+) = ADP + 2 H(+) + NADP(+).","GOTerm"
"21","GO:0004866",0.045654377704576,0.996275848405696,2,6,NA,NA,"MATCH",1,"GO:0004866","endopeptidase inhibitor activity","MF","Stops, prevents or reduces the activity of an endopeptidase, any enzyme that hydrolyzes nonterminal peptide bonds in polypeptides.","GOTerm"
"22","GO:0004991",0.00374815755016895,1,2,2,"parathyroid hormone receptor activity","MF","MATCH",1,"GO:0004991","parathyroid hormone receptor activity","MF","Combining with parathyroid hormone to initiate a change in cell activity.","GOTerm"
"30","GO:0005802",0.0300957432700679,0.998199845303657,2,5,"trans-Golgi network","CC","MATCH",1,"GO:0005802","trans-Golgi network","CC","The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination.","GOTerm"
"33","GO:0006085",0.0107026999085015,0.999773588886889,2,3,NA,NA,"MATCH",1,"GO:0006085","acetyl-CoA biosynthetic process","BP","The chemical reactions and pathways resulting in the formation of acetyl-CoA, a derivative of coenzyme A in which the sulfhydryl group is acetylated.","GOTerm"
"35","GO:0006939",0.0448944595365064,0.996371919466405,2,6,NA,NA,"MATCH",1,"GO:0006939","smooth muscle contraction","BP","A process in which force is generated within smooth muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. Smooth muscle differs from striated muscle in the much higher actin/myosin ratio, the absence of conspicuous sarcomeres and the ability to contract to a much smaller fraction of its resting length.","GOTerm"
"38","GO:0007276",0.0170692958859786,0.999349971274455,2,4,NA,NA,"MATCH",1,"GO:0007276","gamete generation","BP","The generation and maintenance of gametes in a multicellular organism. A gamete is a haploid reproductive cell.","GOTerm"
"43","GO:0008273",0.00957390235258121,0.999809118608622,2,3,NA,NA,"MATCH",1,"GO:0008273","calcium, potassium:sodium antiporter activity","MF","Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Ca2+(in) + K+(in) + Na+(out) = Ca2+(out) + K+(out) + Na+(in).","GOTerm"
"45","GO:0009414",0.010211888105039,0.999789301183991,2,3,NA,NA,"MATCH",1,"GO:0009414","response to water deprivation","BP","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a water deprivation stimulus, prolonged deprivation of water.","GOTerm"
"46","GO:0009847",0.00926894161313123,0.999818344458216,2,3,NA,NA,"MATCH",1,"GO:0009847","spore germination","BP","The physiological and developmental changes that occur in a spore following release from dormancy up to the earliest signs of growth (e.g. emergence from a spore wall).","GOTerm"
"49","GO:0014033",0.0394492477008186,0.997032594781374,2,6,NA,NA,"MATCH",1,"GO:0014033","neural crest cell differentiation","BP","The process in which a relatively unspecialized cell acquires specialized features of a neural crest cell.","GOTerm"
"60","GO:0021532",0.0289112796860464,0.998308241831809,2,5,NA,NA,"MATCH",1,"GO:0021532","neural tube patterning","BP","The regionalization process that regulates the coordinated growth that establishes the non-random spatial arrangement of the neural tube.","GOTerm"
"65","GO:0030502",0.00352994792877248,1,2,2,NA,NA,"MATCH",1,"GO:0030502","negative regulation of bone mineralization","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of bone mineralization.","GOTerm"
"68","GO:0030898",0.0176478669972142,0.999315791663362,2,4,NA,NA,"MATCH",1,"GO:0030898","actin-dependent ATPase activity","MF","Catalysis of the reaction: ATP + H2O = ADP + phosphate. This reaction requires the presence of an actin filament to accelerate release of ADP and phosphate.","GOTerm"
"69","GO:0030914",0.0175571710832581,0.999321191022059,2,4,NA,NA,"MATCH",1,"GO:0030914","STAGA complex","CC","A large multiprotein complex that possesses histone acetyltransferase and is involved in regulation of transcription. The composition is similar to that of the SAGA complex; for example, the human complex contains the transcription-transformation cofactor TRRAP, hGCN5L acetylase, novel human ADA-like and SPT-like cofactors, and a subset of TAFs.","GOTerm"
"72","GO:0032204",0.0438716472635379,0.996499747537554,2,6,NA,NA,"MATCH",1,"GO:0032204","regulation of telomere maintenance","BP","Any process that modulates the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA.","GOTerm"
"78","GO:0032729",0.0297788011661786,0.998229090626336,2,5,NA,NA,"MATCH",1,"GO:0032729","positive regulation of interferon-gamma production","BP","Any process that activates or increases the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon.","GOTerm"
"79","GO:0033262",0.0184001134465553,0.999270420875548,2,4,NA,NA,"MATCH",1,"GO:0033262","regulation of nuclear cell cycle DNA replication","BP","Any process that modulates the frequency, rate or extent of The DNA-dependent DNA replication that occurs in the nucleus of eukaryotic organisms as part of the cell cycle.","GOTerm"
"81","GO:0035116",0.030665685678192,0.998146816239893,2,5,NA,NA,"MATCH",1,"GO:0035116","embryonic hindlimb morphogenesis","BP","The process, occurring in the embryo, by which the anatomical structures of the hindlimbs are generated and organized. The hindlimbs are the posterior limbs of an animal.","GOTerm"
"83","GO:0035516",0.00319784204969235,1,2,2,NA,NA,"MATCH",1,"GO:0035516","oxidative DNA demethylase activity","MF","Catalysis of the removal of the methyl group from one or more nucleotides within a DNA molecule involving the oxidation (i.e. electron loss) of one or more atoms.","GOTerm"
"84","GO:0035567",0.02849057572524,0.998346149347414,2,5,NA,NA,"MATCH",1,"GO:0035567","non-canonical Wnt signaling pathway","BP","The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via effectors other than beta-catenin.","GOTerm"
"85","GO:0035815",0.0395374688005296,0.997022285045659,2,6,NA,NA,"MATCH",1,"GO:0035815","positive regulation of renal sodium excretion","BP","Any process that increases the amount of sodium excreted in urine over a unit of time.","GOTerm"
"86","GO:0042335",0.0203390148435198,0.999148737114106,2,4,NA,NA,"MATCH",1,"GO:0042335","cuticle development","BP","The chemical reactions and pathways resulting in the formation of a cuticle, the outer layer of some animals and plants, which acts to prevent water loss.","GOTerm"
"88","GO:0042445",0.0293771046982345,0.998265904746871,2,5,NA,NA,"MATCH",1,"GO:0042445","hormone metabolic process","BP","The chemical reactions and pathways involving any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone.","GOTerm"
"89","GO:0042711",0.0408313854805827,0.996869565789664,2,6,NA,NA,"MATCH",1,"GO:0042711","maternal behavior","BP","Female behaviors associated with the care and rearing of offspring.","GOTerm"
"96","GO:0044565",0.00327639058636966,1,2,2,NA,NA,"MATCH",1,"GO:0044565","dendritic cell proliferation","BP","The expansion of a dendritic cell population by cell division. A dendritic cell is a cell of hematopoietic origin, typically resident in particular tissues, specialized in the uptake, processing, and transport of antigens to lymph nodes for the purpose of stimulating an immune response via T cell activation.","GOTerm"
"97","GO:0045298",0.0448891554571505,0.99637258674014,2,6,NA,NA,"MATCH",1,"GO:0045298","tubulin complex","CC","A heterodimer of tubulins alpha and beta that constitutes the protomer for microtubule assembly.","GOTerm"
"98","GO:0045359",0.00965427889397039,0.999806660195833,2,3,NA,NA,"MATCH",1,"GO:0045359","positive regulation of interferon-beta biosynthetic process","BP","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of interferon-beta.","GOTerm"
"99","GO:0045475",0.0277691475991174,0.998410422395861,2,5,NA,NA,"MATCH",1,"GO:0045475","locomotor rhythm","BP","The rhythm of the locomotor activity of an organism during its 24 hour activity cycle.","GOTerm"
"102","GO:0045745",0.0383427008049757,0.997160784844772,2,6,NA,NA,"MATCH",1,"GO:0045745","positive regulation of G protein-coupled receptor signaling pathway","BP","Any process that activates or increases the frequency, rate or extent of G protein-coupled receptor signaling pathway activity.","GOTerm"
"103","GO:0045822",0.0103180366226766,0.999785937097381,2,3,NA,NA,"MATCH",1,"GO:0045822","negative regulation of heart contraction","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of heart contraction.","GOTerm"
"104","GO:0045840",0.0429289285667885,0.996616052471125,2,6,NA,NA,"MATCH",1,"GO:0045840","positive regulation of mitotic nuclear division","BP","Any process that activates or increases the frequency, rate or extent of mitosis.","GOTerm"
"105","GO:0045886",0.00306647339927087,1,2,2,NA,NA,"MATCH",1,"GO:0045886","negative regulation of synaptic growth at neuromuscular junction","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of synaptic growth at neuromuscular junction.","GOTerm"
"108","GO:0047134",0.00909035774794337,0.999823671691305,2,3,NA,NA,"MATCH",1,"GO:0047134","protein-disulfide reductase activity","MF","Catalysis of the reaction: protein-dithiol + NAD(P)+ = protein-disulfide + NAD(P)H + H+.","GOTerm"
"109","GO:0048022",0.00283516847433317,1,2,2,NA,NA,"MATCH",1,"GO:0048022","negative regulation of melanin biosynthetic process","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of melanin.","GOTerm"
"111","GO:0048037",0.0417002664300987,0.996765437561749,2,6,NA,NA,"MATCH",1,"GO:0048037","cofactor binding","MF","Interacting selectively and non-covalently with a cofactor, a substance that is required for the activity of an enzyme or other protein. Cofactors may be inorganic, such as the metal atoms zinc, iron, and copper in certain forms, or organic, in which case they are referred to as coenzymes. Cofactors may either be bound tightly to active sites or bind loosely with the substrate.","GOTerm"
"112","GO:0048273",0.02881854493764,0.998316624560345,2,5,NA,NA,"MATCH",1,"GO:0048273","mitogen-activated protein kinase p38 binding","MF","Interacting selectively and non-covalently with mitogen-activated protein kinase p38, an enzyme that catalyzes the transfer of phosphate from ATP to hydroxyl side chains on proteins in response to mitogen activation.","GOTerm"
"113","GO:0048512",0.027403550816603,0.998442638900261,2,5,NA,NA,"MATCH",1,"GO:0048512","circadian behavior","BP","The specific behavior of an organism that recurs with a regularity of approximately 24 hours.","GOTerm"
"114","GO:0048570",0.0409098060997549,0.996860219487059,2,6,NA,NA,"MATCH",1,"GO:0048570","notochord morphogenesis","BP","The process in which the anatomical structures of the notochord are generated and organized. The notochord is a mesoderm-derived structure located ventral of the developing nerve cord. In vertebrates, the notochord serves as a core around which other mesodermal cells form the vertebrae. In the most primitive chordates, which lack vertebrae, the notochord persists as a substitute for a vertebral column.","GOTerm"
"116","GO:0048663",0.0411131738839834,0.996835933836616,2,6,NA,NA,"MATCH",1,"GO:0048663","neuron fate commitment","BP","The process in which the developmental fate of a cell becomes restricted such that it will develop into a neuron.","GOTerm"
"119","GO:0048843",0.0255694036910787,0.998600611587909,2,5,NA,NA,"MATCH",1,"GO:0048843","negative regulation of axon extension involved in axon guidance","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of axon extension involved in axon guidance.","GOTerm"
"121","GO:0050765",0.0168071325678493,0.999365251319327,2,4,NA,NA,"MATCH",1,"GO:0050765","negative regulation of phagocytosis","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of phagocytosis.","GOTerm"
"122","GO:0050774",0.0456076593190278,0.996281781585423,2,6,NA,NA,"MATCH",1,"GO:0050774","negative regulation of dendrite morphogenesis","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of dendrite morphogenesis.","GOTerm"
"128","GO:0051593",0.00295344374845377,1,2,2,NA,NA,"MATCH",1,"GO:0051593","response to folic acid","BP","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a folic acid stimulus.","GOTerm"
"129","GO:0051683",0.0187803490795073,0.999247091915092,2,4,NA,NA,"MATCH",1,"GO:0051683","establishment of Golgi localization","BP","The directed movement of the Golgi to a specific location.","GOTerm"
"130","GO:0060024",0.0100962998458185,0.999792942901711,2,3,NA,NA,"MATCH",1,"GO:0060024","rhythmic synaptic transmission","BP","Any process involved in the generation of rhythmic, synchronous synaptic inputs in a neural circuit.","GOTerm"
"131","GO:0060027",0.00875233823519386,0.999833600588345,2,3,NA,NA,"MATCH",1,"GO:0060027","convergent extension involved in gastrulation","BP","The morphogenetic process in which an epithelium narrows along one axis and lengthens in a perpendicular axis usually resulting in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm.","GOTerm"
"132","GO:0060065",0.010085335596858,0.999793287171205,2,3,NA,NA,"MATCH",1,"GO:0060065","uterus development","BP","The reproductive developmental process whose specific outcome is the progression of the uterus over time, from its formation to the mature structure.","GOTerm"
"138","GO:0060740",0.00944287110081967,0.999813102434634,2,3,NA,NA,"MATCH",1,"GO:0060740","prostate gland epithelium morphogenesis","BP","The process in which the anatomical structures of epithelia of the prostate gland are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube.","GOTerm"
"139","GO:0060760",0.0269328122286337,0.998483766348561,2,5,NA,NA,"MATCH",1,"GO:0060760","positive regulation of response to cytokine stimulus","BP","Any process that increases the rate, frequency, or extent of a response to cytokine stimulus.","GOTerm"
"140","GO:0060956",0.00905659176212109,0.999824672636285,2,3,NA,NA,"MATCH",1,"GO:0060956","endocardial cell differentiation","BP","The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of an endocardial cell. An endocardial cell is a specialized endothelial cell that makes up the endocardium portion of the heart. The endocardium is the innermost layer of tissue of the heart, and lines the heart chambers.","GOTerm"
"141","GO:0061002",0.00353330259212434,1,2,2,NA,NA,"MATCH",1,"GO:0061002","negative regulation of dendritic spine morphogenesis","BP","Any process that decreases the rate, frequency, or extent of dendritic spine morphogenesis, the process in which the anatomical structures of a dendritic spine are generated and organized. A dendritic spine is a protrusion from a dendrite and a specialized subcellular compartment involved in synaptic transmission.","GOTerm"
"142","GO:0062009",0.0161723942581993,0.999401704524,2,4,NA,NA,"MATCH",1,"GO:0062009","secondary palate development","BP","The biological process whose specific outcome is the progression of the secondary palate from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The secondary palate is the part of the palate formed from the fusion of the two palatine shelves, extensions of the maxillary prominences.","GOTerm"
"143","GO:0070989",0.0295308140895939,0.998251851125079,2,5,NA,NA,"MATCH",1,"GO:0070989","oxidative demethylation","BP","The process of removing one or more methyl groups from a molecule, involving the oxidation (i.e. electron loss) of one or more atoms in the substrate.","GOTerm"
"144","GO:0071257",0.0177708189426798,0.999308447564037,2,4,NA,NA,"MATCH",1,"GO:0071257","cellular response to electrical stimulus","BP","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electrical stimulus.","GOTerm"
"147","GO:0071872",0.00994240026916648,0.999797756626877,2,3,NA,NA,"MATCH",1,"GO:0071872","cellular response to epinephrine stimulus","BP","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epinephrine stimulus. Epinephrine is a catecholamine that has the formula C9H13NO3; it is secreted by the adrenal medulla to act as a hormone, and released by certain neurons to act as a neurotransmitter active in the central nervous system.","GOTerm"
"150","GO:0080111",0.00888940593938955,0.999829598890606,2,3,NA,NA,"MATCH",1,"GO:0080111","DNA demethylation","BP","The removal of a methyl group from one or more nucleotides within an DNA molecule.","GOTerm"
"152","GO:0090179",0.0465131006419617,0.996166166241533,2,6,NA,NA,"MATCH",1,"GO:0090179","planar cell polarity pathway involved in neural tube closure","BP","The series of molecular signals initiated by binding of a Wnt protein to a receptor on the surface of the target cell where activated receptors signal via downstream effectors that modulates the establishment of planar polarity contributing to neural tube closure.","GOTerm"
"158","GO:0098719",0.019176534727554,0.999222504853204,2,4,NA,NA,"MATCH",1,"GO:0098719","sodium ion import across plasma membrane","BP","The directed movement of sodium ions from outside of a cell, across the plasma membrane and into the cytosol.","GOTerm"
"159","GO:0099175",0.0411470399831501,0.996831882921401,2,6,NA,NA,"MATCH",1,"GO:0099175","regulation of postsynapse organization","BP","Any process that modulates the physical form of a postsynapse.","GOTerm"
"160","GO:0099524",0.0420981122317001,0.996717339580489,2,6,NA,NA,"MATCH",1,"GO:0099524","postsynaptic cytosol","CC","The region of the cytosol consisting of all cytosol that is part of the postsynapse.","GOTerm"
"161","GO:1902474",0.00342166378901384,1,2,2,NA,NA,"MATCH",1,"GO:1902474","positive regulation of protein localization to synapse","BP","Any process that activates or increases the frequency, rate or extent of protein localization to synapse.","GOTerm"
"163","GO:1903751",0.00297225698033181,1,2,2,NA,NA,"MATCH",1,"GO:1903751","negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide","BP","Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway in response to hydrogen peroxide.","GOTerm"
"164","GO:1904179",0.0281449779515947,0.99837705479124,2,5,NA,NA,"MATCH",1,"GO:1904179","positive regulation of adipose tissue development","BP","Any process that activates or increases the frequency, rate or extent of adipose tissue development.","GOTerm"
"165","GO:1904417",0.00327639058636966,1,2,2,NA,NA,"MATCH",1,"GO:1904417","positive regulation of xenophagy","BP","Any process that activates or increases the frequency, rate or extent of xenophagy.","GOTerm"
"166","GO:1904706",0.0184677226806372,0.999266292082329,2,4,NA,NA,"MATCH",1,"GO:1904706","negative regulation of vascular smooth muscle cell proliferation","BP","Any process that stops, prevents or reduces the frequency, rate or extent of vascular smooth muscle cell proliferation.","GOTerm"
"167","GO:1904953",0.0385513313794096,0.997136775336663,2,6,NA,NA,"MATCH",1,"GO:1904953","Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation","BP","Any Wnt signaling pathway that is involved in midbrain dopaminergic neuron differentiation.","GOTerm"
"168","GO:2000045",0.0408704471613366,0.996864911639015,2,6,NA,NA,"MATCH",1,"GO:2000045","regulation of G1/S transition of mitotic cell cycle","BP","Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle.","GOTerm"
"169","GO:2000650",0.0303263577515645,0.99817845601809,2,5,NA,NA,"MATCH",1,"GO:2000650","negative regulation of sodium ion transmembrane transporter activity","BP","Any process that stops, prevents or reduces the frequency, rate or extent of sodium ion transmembrane transporter activity.","GOTerm"
"171","GO:2001014",0.0396815201539107,0.997005422522074,2,6,NA,NA,"MATCH",1,"GO:2001014","regulation of skeletal muscle cell differentiation","BP","Any process that modulates the frequency, rate or extent of skeletal muscle cell differentiation.","GOTerm"
"172","GO:2001243",0.0262992123563472,0.998538488870204,2,5,NA,NA,"MATCH",1,"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","BP","Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway.","GOTerm"
