"Sample.ID"	"scaffold"	"position"	"meth"	"unmeth"	"gene"	"treatment"	"per.meth"
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	2011209	1	39	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-20.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-20.3"	"Ambient"	2.5
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20144855	34	32	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-201.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-201.2"	"Ambient"	51.5151515151515
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20251632	1	26	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4"	"Ambient"	3.7037037037037
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20251637	2	35	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4"	"Ambient"	5.40540540540541
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20251665	1	53	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4"	"Ambient"	1.85185185185185
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20251675	0	60	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20251694	0	75	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20251727	0	91	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20251732	7	77	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4"	"Ambient"	8.33333333333333
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20251760	0	46	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20251770	0	42	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20251789	2	32	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4"	"Ambient"	5.88235294117647
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20484193	0	44	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-204.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-204.2"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20484229	0	48	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-204.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-204.2"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20484237	0	45	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-204.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-204.2"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20484243	0	48	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-204.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-204.2"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	20484256	0	46	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-204.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-204.2"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	26753648	26	226	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-267.32;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-267.32"	"Ambient"	10.3174603174603
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	28975417	1	38	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-289.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-289.1"	"Ambient"	2.56410256410256
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	31867802	0	57	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-318.18;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-318.18"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	31867832	0	49	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-318.18;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-318.18"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	31868246	0	42	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-318.18;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-318.18"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	31868276	1	38	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-318.18;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-318.18"	"Ambient"	2.56410256410256
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	32903167	21	28	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-329.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-329.0"	"Ambient"	42.8571428571429
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	34471409	61	3	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-344.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-344.3"	"Ambient"	95.3125
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	34471446	90	18	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-344.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-344.3"	"Ambient"	83.3333333333333
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	34471483	88	25	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-344.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-344.3"	"Ambient"	77.8761061946903
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	34471520	62	17	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-344.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-344.3"	"Ambient"	78.4810126582278
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	35798182	0	33	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-358.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-358.1"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	37223391	0	60	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-372.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-372.1"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	37223434	0	56	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-372.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-372.1"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	46586964	1	41	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-465.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-465.1"	"Ambient"	2.38095238095238
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	46586976	0	47	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-465.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-465.1"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	46587015	0	54	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-465.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-465.1"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	46614830	0	23	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-466.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-466.0"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	46621361	0	41	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-466.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-466.3"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	48491789	30	56	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-485.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-485.4"	"Ambient"	34.8837209302326
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	49496944	22	6	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-495.40;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-495.40"	"Ambient"	78.5714285714286
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	50876663	2	35	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-508.32;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-508.32"	"Ambient"	5.40540540540541
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	50876672	0	33	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-508.32;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-508.32"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	55880255	0	51	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-559.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-559.3"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	55880337	1	49	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-559.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-559.3"	"Ambient"	2
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	55880350	1	48	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-559.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-559.3"	"Ambient"	2.04081632653061
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	56019840	20	29	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-560.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-560.0"	"Ambient"	40.8163265306122
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	56228683	7	26	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-562.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-562.1"	"Ambient"	21.2121212121212
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	58366950	20	3	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-583.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-583.1"	"Ambient"	86.9565217391304
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	59475053	6	46	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-594.7;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-594.7"	"Ambient"	11.5384615384615
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	59475095	5	82	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-594.7;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-594.7"	"Ambient"	5.74712643678161
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	60104143	0	62	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-601.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-601.1"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	60104184	2	88	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-601.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-601.1"	"Ambient"	2.22222222222222
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	60104225	4	66	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-601.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-601.1"	"Ambient"	5.71428571428571
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	60551368	0	81	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-605.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-605.3"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	60551380	0	81	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-605.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-605.3"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	60551430	1	105	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-605.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-605.3"	"Ambient"	0.943396226415094
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	60551449	2	101	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-605.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-605.3"	"Ambient"	1.94174757281553
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	60551461	1	94	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-605.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-605.3"	"Ambient"	1.05263157894737
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61163838	3	117	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-611.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-611.3"	"Ambient"	2.5
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61163943	0	63	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-611.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-611.3"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61603737	72	12	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-616.7;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-616.7"	"Ambient"	85.7142857142857
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61603764	67	32	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-616.7;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-616.7"	"Ambient"	67.6767676767677
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61603770	84	30	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-616.7;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-616.7"	"Ambient"	73.6842105263158
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61603797	80	39	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-616.7;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-616.7"	"Ambient"	67.2268907563025
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61603803	55	36	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-616.7;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-616.7"	"Ambient"	60.4395604395604
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61823427	0	60	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-618.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-618.0"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61823444	0	59	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-618.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-618.0"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61969826	2	105	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-619.45;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-619.45"	"Ambient"	1.86915887850467
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61969904	7	25	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-619.45;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-619.45"	"Ambient"	21.875
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61969961	23	50	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-619.45;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-619.45"	"Ambient"	31.5068493150685
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61969977	11	59	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-619.45;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-619.45"	"Ambient"	15.7142857142857
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	61970285	12	35	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-619.45;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-619.45"	"Ambient"	25.531914893617
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64424412	39	8	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2"	"Ambient"	82.9787234042553
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64424425	40	7	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2"	"Ambient"	85.1063829787234
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64424428	47	0	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2"	"Ambient"	100
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64424436	44	9	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2"	"Ambient"	83.0188679245283
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64424472	48	5	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2"	"Ambient"	90.5660377358491
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64424485	34	7	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2"	"Ambient"	82.9268292682927
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64424488	41	0	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2"	"Ambient"	100
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64473151	0	32	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64473161	0	32	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41"	"Ambient"	0
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64473187	9	31	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41"	"Ambient"	22.5
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64473202	13	22	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41"	"Ambient"	37.1428571428571
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64473513	28	61	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41"	"Ambient"	31.4606741573034
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	64473612	9	35	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41"	"Ambient"	20.4545454545455
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	8758090	6	25	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.1"	"Ambient"	19.3548387096774
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	8758090	6	25	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.0"	"Ambient"	19.3548387096774
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	8758090	6	25	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.1"	"Ambient"	19.3548387096774
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	8758090	6	25	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.0"	"Ambient"	19.3548387096774
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	8758120	4	22	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.0"	"Ambient"	15.3846153846154
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	8758120	4	22	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.1"	"Ambient"	15.3846153846154
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	8758120	4	22	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.0"	"Ambient"	15.3846153846154
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	8758120	4	22	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.1"	"Ambient"	15.3846153846154
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	9381082	14	39	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-93.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-93.2"	"Ambient"	26.4150943396226
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	9381082	14	39	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-94.6;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-94.6"	"Ambient"	26.4150943396226
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	9381082	14	39	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-93.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-93.2"	"Ambient"	26.4150943396226
"EPI_153"	"PGA_scaffold4__129_contigs__length_65288255"	9381082	14	39	"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-94.6;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-94.6"	"Ambient"	26.4150943396226
