"input" "reason" "matches" "identifier" "name" "namespace" "description" "class"
"GO:0032753" "MATCH" "1" "GO:0032753" "positive regulation of interleukin-4 production" "biological_process" "Any process that activates or increases the frequency, rate, or extent of interleukin-4 production." "GOTerm"
"GO:0032754" "MATCH" "1" "GO:0032754" "positive regulation of interleukin-5 production" "biological_process" "Any process that activates or increases the frequency, rate, or extent of interleukin-5 production." "GOTerm"
"GO:0017119" "MATCH" "1" "GO:0017119" "Golgi transport complex" "cellular_component" "A  multisubunit tethering complex of the CATCHR family (complexes associated with tethering containing helical rods) that has a role in tethering vesicles to the Golgi prior to fusion. In yeast, this complex is called the Sec34/35 complex and is composed of eight subunits (Sec34p, Sec35p, Dor1p, Cod1p, Cod2p, Cod3p, Cod4p, and Cod5p). In mammals the subunits are named COG1-8." "GOTerm"
"GO:0006464" "MATCH" "1" "GO:0006464" "cellular protein modification process" "biological_process" "The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications) occurring at the level of an individual cell. Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)." "GOTerm"
"GO:0005131" "MATCH" "1" "GO:0005131" "growth hormone receptor binding" "molecular_function" "Interacting selectively and non-covalently with the growth hormone receptor." "GOTerm"
"GO:0006465" "MATCH" "1" "GO:0006465" "signal peptide processing" "biological_process" "The proteolytic removal of a signal peptide from a protein during or after transport to a specific location in the cell." "GOTerm"
"GO:0005133" "MATCH" "1" "GO:0005133" "interferon-gamma receptor binding" "molecular_function" "Interacting selectively and non-covalently with the interferon-gamma receptor." "GOTerm"
"GO:0006468" "MATCH" "1" "GO:0006468" "protein phosphorylation" "biological_process" "The process of introducing a phosphate group on to a protein." "GOSlimTerm"
"GO:0005136" "MATCH" "1" "GO:0005136" "interleukin-4 receptor binding" "molecular_function" "Interacting selectively and non-covalently with the interleukin-4 receptor." "GOTerm"
"GO:0006469" "MATCH" "1" "GO:0006469" "negative regulation of protein kinase activity" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity." "GOTerm"
"GO:0005135" "MATCH" "1" "GO:0005135" "interleukin-3 receptor binding" "molecular_function" "Interacting selectively and non-covalently with the interleukin-3 receptor." "GOTerm"
"GO:0005137" "MATCH" "1" "GO:0005137" "interleukin-5 receptor binding" "molecular_function" "Interacting selectively and non-covalently with the interleukin-5 receptor." "GOTerm"
"GO:0031417" "MATCH" "1" "GO:0031417" "NatC complex" "cellular_component" "A conserved complex that catalyzes the transfer of an acetyl group to the N-terminal residue of a protein acceptor molecule that has a Met-Ile, Met-Leu, Met-Trp, or Met-Phe N-terminus. In Saccharomyces the complex includes Mak3p, Mak10p, and Mak31p." "GOTerm"
"GO:0005128" "MATCH" "1" "GO:0005128" "erythropoietin receptor binding" "molecular_function" "Interacting selectively and non-covalently with the erythropoietin receptor." "GOTerm"
"GO:0031418" "MATCH" "1" "GO:0031418" "L-ascorbic acid binding" "molecular_function" "Interacting selectively and non-covalently with L-ascorbic acid, (2R)-2-[(1S)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate; L-ascorbic acid is vitamin C and has co-factor and anti-oxidant activities in many species." "GOTerm"
"GO:0031415" "MATCH" "1" "GO:0031415" "NatA complex" "cellular_component" "A conserved complex that catalyzes the transfer of an acetyl group to an N-terminal Ser, Ala, Gly, or Thr residue of a protein acceptor molecule. In Saccharomyces the complex includes Nat1p and Ard1p, and may contain additional proteins." "GOTerm"
"GO:0031416" "MATCH" "1" "GO:0031416" "NatB complex" "cellular_component" "A conserved complex that catalyzes the transfer of an acetyl group to the N-terminal residue of a protein acceptor molecule that has a Met-Glu, Met-Asp, Met-Asn, or Met-Met N-terminus. In Saccharomyces the complex includes Nat3p and Mdm20p." "GOTerm"
"GO:0032747" "MATCH" "1" "GO:0032747" "positive regulation of interleukin-23 production" "biological_process" "Any process that activates or increases the frequency, rate, or extent of interleukin-23 production." "GOTerm"
"GO:0031419" "MATCH" "1" "GO:0031419" "cobalamin binding" "molecular_function" "Interacting selectively and non-covalently with cobalamin (vitamin B12), a water-soluble vitamin characterized by possession of a corrin nucleus containing a cobalt atom." "GOTerm"
"GO:0019781" "MATCH" "1" "GO:0019781" "NEDD8 activating enzyme activity" "molecular_function" "Catalysis of the initiation of the NEDD8 (RUB1) conjugation cascade." "GOTerm"
"GO:0017121" "MATCH" "1" "GO:0017121" "plasma membrane phospholipid scrambling" "biological_process" "The movement of a population of phospholipid molecules from one leaflet of the plasma membrane bilayer to the opposite leaflet, resulting in loss of lipid asymmetry and surface exposure of phosphatidylserine (PS) and phosphatidylethanolamine (PE)." "GOTerm"
"GO:0019784" "MATCH" "1" "GO:0019784" "NEDD8-specific protease activity" "molecular_function" "Catalysis of the hydrolysis of NEDD8, a small ubiquitin-related modifier, from previously neddylated substrates." "GOTerm"
"GO:0032740" "MATCH" "1" "GO:0032740" "positive regulation of interleukin-17 production" "biological_process" "Any process that activates or increases the frequency, rate, or extent of production of any member of the interleukin-17 family of cytokines." "GOTerm"
"GO:0031410" "MATCH" "1" "GO:0031410" "cytoplasmic vesicle" "cellular_component" "A vesicle found in the cytoplasm of a cell." "GOSlimTerm"
"GO:0019783" "MATCH" "1" "GO:0019783" "ubiquitin-like protein-specific protease activity" "molecular_function" "Catalysis of the hydrolysis of peptide or isopeptide bonds within small proteins such as ubiquitin or ubiquitin-like proteins (e.g. APG8, ISG15, NEDD8, SUMO), or between the small protein and a larger protein to which it has been conjugated." "GOTerm"
"GO:0017122" "MATCH" "1" "GO:0017122" "protein N-acetylglucosaminyltransferase complex" "cellular_component" "A protein complex capable of protein N-acetylglucosaminyltransferase activity, the addition of nucleotide-activated sugars onto the polypeptide according to reaction: UDP-N-acetyl-D-glucosamine + protein = UDP + 4-N-(N-acetyl-D-glucosaminyl)-protein. The complex has different compositions in different species: In mammals it is often a homotrimer, in bacteria a heterotetramer of 2 different subunits." "GOTerm"
"GO:0032741" "MATCH" "1" "GO:0032741" "positive regulation of interleukin-18 production" "biological_process" "Any process that activates or increases the frequency, rate, or extent of interleukin-18 production." "GOTerm"
"GO:0017124" "MATCH" "1" "GO:0017124" "SH3 domain binding" "molecular_function" "Interacting selectively and non-covalently with a SH3 domain (Src homology 3) of a protein, small protein modules containing approximately 50 amino acid residues found in a great variety of intracellular or membrane-associated proteins." "GOTerm"
"GO:0018454" "MATCH" "1" "GO:0018454" "acetoacetyl-CoA reductase activity" "molecular_function" "Catalysis of the reaction: (R)-3-hydroxyacyl-CoA + NADP+ = 3-oxoacyl-CoA + NADPH + H+." "GOTerm"
"GO:0017125" "MATCH" "1" "GO:0017125" "deoxycytidyl transferase activity" "molecular_function" "Catalysis of the insertion of a dCMP residue opposite a template abasic site in DNA." "GOTerm"
"GO:0019788" "MATCH" "1" "GO:0019788" "NEDD8 transferase activity" "molecular_function" "Catalysis of the transfer of NEDD8 from one protein to another via the reaction X-NEDD8 + Y --> Y-NEDD8 + X, where both X-NEDD8 and Y-NEDD8 are covalent linkages." "GOTerm"
"GO:0019787" "MATCH" "1" "GO:0019787" "ubiquitin-like protein transferase activity" "molecular_function" "Catalysis of the transfer of a ubiquitin-like from one protein to another via the reaction X-ULP + Y --> Y-ULP + X, where both X-ULP and Y-ULP are covalent linkages. ULP represents a ubiquitin-like protein." "GOTerm"
"GO:0017126" "MATCH" "1" "GO:0017126" "nucleologenesis" "biological_process" "A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a nucleolus, a small, dense body one or more of which are present in the nucleus of eukaryotic cells." "GOTerm"
"GO:0017128" "MATCH" "1" "GO:0017128" "phospholipid scramblase activity" "molecular_function" "Catalysis of the movement of phospholipids from one membrane bilayer leaflet to the other, by an ATP-independent mechanism." "GOTerm"
"GO:0019789" "MATCH" "1" "GO:0019789" "SUMO transferase activity" "molecular_function" "Catalysis of the transfer of SUMO from one protein to another via the reaction X-SUMO + Y --> Y-SUMO + X, where both X-SUMO and Y-SUMO are covalent linkages." "GOTerm"
"GO:0032743" "MATCH" "1" "GO:0032743" "positive regulation of interleukin-2 production" "biological_process" "Any process that activates or increases the frequency, rate, or extent of interleukin-2 production." "GOTerm"
"GO:0017108" "MATCH" "1" "GO:0017108" "5'-flap endonuclease activity" "molecular_function" "Catalysis of the cleavage of a 5' flap structure in DNA, but not other DNA structures; processes the 5' ends of Okazaki fragments in lagging strand DNA synthesis." "GOTerm"
"GO:0017109" "MATCH" "1" "GO:0017109" "glutamate-cysteine ligase complex" "cellular_component" "An enzyme complex that catalyzes the ligation of glutamate to cysteine, forming glutamylcysteine." "GOTerm"
"GO:0006471" "MATCH" "1" "GO:0006471" "protein ADP-ribosylation" "biological_process" "The transfer, from NAD, of ADP-ribose to protein amino acids." "GOTerm"
"GO:0006470" "MATCH" "1" "GO:0006470" "protein dephosphorylation" "biological_process" "The process of removing one or more phosphoric residues from a protein." "GOSlimTerm"
"GO:0006475" "MATCH" "1" "GO:0006475" "internal protein amino acid acetylation" "biological_process" "The addition of an acetyl group to a non-terminal amino acid in a protein." "GOTerm"
"GO:0006476" "MATCH" "1" "GO:0006476" "protein deacetylation" "biological_process" "The removal of an acetyl group from a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid." "GOTerm"
"GO:0006473" "MATCH" "1" "GO:0006473" "protein acetylation" "biological_process" "The addition of an acetyl group to a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid." "GOTerm"
"GO:0006474" "MATCH" "1" "GO:0006474" "N-terminal protein amino acid acetylation" "biological_process" "The acetylation of the N-terminal amino acid of proteins." "GOTerm"
"GO:0006479" "MATCH" "1" "GO:0006479" "protein methylation" "biological_process" "The addition of a methyl group to a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom." "GOTerm"
"GO:0005149" "MATCH" "1" "GO:0005149" "interleukin-1 receptor binding" "molecular_function" "Interacting selectively and non-covalently with the interleukin-1 receptor." "GOTerm"
"GO:0006477" "MATCH" "1" "GO:0006477" "protein sulfation" "biological_process" "The addition of a sulfate group as an ester to a protein amino acid." "GOTerm"
"GO:0005148" "MATCH" "1" "GO:0005148" "prolactin receptor binding" "molecular_function" "Interacting selectively and non-covalently with the prolactin receptor." "GOTerm"
"GO:0006478" "MATCH" "1" "GO:0006478" "peptidyl-tyrosine sulfation" "biological_process" "The sulfation of peptidyl-tyrosine residues to form peptidyl-O4'-sulfo-L-tyrosine." "GOTerm"
"GO:0031406" "MATCH" "1" "GO:0031406" "carboxylic acid binding" "molecular_function" "Interacting selectively and non-covalently with a carboxylic acid, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)." "GOTerm"
"GO:0031404" "MATCH" "1" "GO:0031404" "chloride ion binding" "molecular_function" "Interacting selectively and non-covalently with chloride ions (Cl-)." "GOTerm"
"GO:0032735" "MATCH" "1" "GO:0032735" "positive regulation of interleukin-12 production" "biological_process" "Any process that activates or increases the frequency, rate, or extent of interleukin-12 production." "GOTerm"
"GO:0032736" "MATCH" "1" "GO:0032736" "positive regulation of interleukin-13 production" "biological_process" "Any process that activates or increases the frequency, rate, or extent of interleukin-13 production." "GOTerm"
"GO:0031408" "MATCH" "1" "GO:0031408" "oxylipin biosynthetic process" "biological_process" "The chemical reactions and pathways resulting in the formation of any oxylipin, any of a group of biologically active compounds formed by oxidative metabolism of polyunsaturated fatty acids." "GOTerm"
"GO:0031409" "MATCH" "1" "GO:0031409" "pigment binding" "molecular_function" "Interacting selectively and non-covalently with a pigment, any general or particular coloring matter in living organisms, e.g. melanin." "GOTerm"
"GO:0019773" "MATCH" "1" "GO:0019773" "proteasome core complex, alpha-subunit complex" "cellular_component" "The proteasome core subcomplex that constitutes the two outer rings of the proteasome core complex. An example of this component is found in Mus musculus." "GOTerm"
"GO:0017111" "MATCH" "1" "GO:0017111" "nucleoside-triphosphatase activity" "molecular_function" "Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate." "GOTerm"
"GO:0017112" "MATCH" "1" "GO:0017112" "Rab guanyl-nucleotide exchange factor activity" "molecular_function" "Stimulates the exchange of guanyl nucleotides associated with a GTPase of the Rab family. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase." "GOTerm"
"GO:0019774" "MATCH" "1" "GO:0019774" "proteasome core complex, beta-subunit complex" "cellular_component" "The proteasome core subcomplex that constitutes the two inner rings of the proteasome core complex. An example of this component is found in Mus musculus." "GOTerm"
"GO:0019777" "MATCH" "1" "GO:0019777" "Atg12 transferase activity" "molecular_function" "Catalysis of the transfer of ATG12 from one protein to another via the reaction X-ATG12 + Y --> Y-ATG12 + X, where both X-ATG12 and Y-ATG12 are covalent linkages." "GOTerm"
"GO:0031402" "MATCH" "1" "GO:0031402" "sodium ion binding" "molecular_function" "Interacting selectively and non-covalently with sodium ions (Na+)." "GOTerm"
"GO:0032733" "MATCH" "1" "GO:0032733" "positive regulation of interleukin-10 production" "biological_process" "Any process that activates or increases the frequency, rate, or extent of interleukin-10 production." "GOTerm"
"GO:0019776" "MATCH" "1" "GO:0019776" "Atg8 ligase activity" "molecular_function" "Catalysis of the covalent attachment of the ubiquitin-like protein Atg8 to substrate molecules; phosphatidylethanolamine is a known substrate." "GOTerm"
"GO:0031403" "MATCH" "1" "GO:0031403" "lithium ion binding" "molecular_function" "Interacting selectively and non-covalently with lithium ions (Li+)." "GOTerm"
"GO:0017116" "MATCH" "1" "GO:0017116" "single-stranded DNA helicase activity" "molecular_function" "Catalysis of the reaction: ATP + H2O = ADP + phosphate, in the presence of single-stranded DNA; drives the unwinding of a DNA helix." "GOTerm"
"GO:0019779" "MATCH" "1" "GO:0019779" "Atg8 activating enzyme activity" "molecular_function" "Catalysis of the activation of the small ubiquitin-related modifier APG8, through the formation of an ATP-dependent high-energy thiolester bond." "GOTerm"
"GO:0032731" "MATCH" "1" "GO:0032731" "positive regulation of interleukin-1 beta production" "biological_process" "Any process that activates or increases the frequency, rate, or extent of interleukin-1 beta production." "GOTerm"
"GO:0031401" "MATCH" "1" "GO:0031401" "positive regulation of protein modification process" "biological_process" "Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein." "GOTerm"
"GO:0017117" "MATCH" "1" "GO:0017117" "single-stranded DNA-dependent ATP-dependent DNA helicase complex" "cellular_component" "A protein complex that possesses single-stranded DNA-dependent DNA helicase activity." "GOTerm"
"GO:0019778" "MATCH" "1" "GO:0019778" "Atg12 activating enzyme activity" "molecular_function" "Catalysis of the activation of the small ubiquitin-related modifier APG12, through the formation of an ATP-dependent high-energy thiolester bond." "GOTerm"
"GO:0032732" "MATCH" "1" "GO:0032732" "positive regulation of interleukin-1 production" "biological_process" "Any process that activates or increases the frequency, rate, or extent of interleukin-1 production." "GOTerm"
"GO:0005070" "MATCH" "1" "GO:0005070" "SH3/SH2 adaptor activity" "molecular_function" "Interacting selectively and non-covalently and simultaneously with one or more signal transduction molecules, usually acting as a scaffold to bring these molecules into close proximity either using their own SH2/SH3 domains (e.g. Grb2) or those of their target molecules (e.g. SAM68)." "GOTerm"
"GO:0032692" "MATCH" "1" "GO:0032692" "negative regulation of interleukin-1 production" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-1 production." "GOTerm"
"GO:0031362" "MATCH" "1" "GO:0031362" "anchored component of external side of plasma membrane" "cellular_component" "The component of the plasma membrane consisting of the gene products that are tethered to the external side of the membrane only by a covalently attached anchor, such as a lipid group embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping." "GOTerm"
"GO:0032693" "MATCH" "1" "GO:0032693" "negative regulation of interleukin-10 production" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-10 production." "GOTerm"
"GO:0030031" "MATCH" "1" "GO:0030031" "cell projection assembly" "biological_process" "Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon." "GOTerm"
"GO:0030030" "MATCH" "1" "GO:0030030" "cell projection organization" "biological_process" "A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon." "GOTerm"
"GO:0032691" "MATCH" "1" "GO:0032691" "negative regulation of interleukin-1 beta production" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-1 beta production." "GOTerm"
"GO:0005078" "MATCH" "1" "GO:0005078" "MAP-kinase scaffold activity" "molecular_function" "The binding activity of a molecule that functions as a physical support for the assembly of a multiprotein mitogen-activated protein kinase (MAPK) complex. Binds multiple kinases of the MAPKKK cascade, and also upstream signaling proteins, permitting those molecules to function in a coordinated way. Bringing together multiple enzymes and their substrates enables the signal to be transduced quickly and efficiently." "GOTerm"
"GO:0030029" "MATCH" "1" "GO:0030029" "actin filament-based process" "biological_process" "Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins." "GOTerm"
"GO:0017060" "MATCH" "1" "GO:0017060" "3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity" "molecular_function" "Catalysis of the reaction: GDP-L-fucose + beta-D-galactosyl-(1,3)-N-acetyl-D-glucosaminyl-R = GDP + beta-D-galactosyl-(1,3)-[alpha-L-fucosyl-(1,4)]-N-acetyl-D-glucosaminyl-R." "GOTerm"
"GO:0018392" "MATCH" "1" "GO:0018392" "glycoprotein 3-alpha-L-fucosyltransferase activity" "molecular_function" "Catalysis of the reaction: N(4)-{N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->6)]-beta-D-mannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl}-L-asparagine + GDP-L-fucose = N(4)-{N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->6)]-beta-D-mannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl}-L-asparagine + GDP + H(+)." "GOTerm"
"GO:0018394" "MATCH" "1" "GO:0018394" "peptidyl-lysine acetylation" "biological_process" "The acetylation of peptidyl-lysine." "GOTerm"
"GO:0018393" "MATCH" "1" "GO:0018393" "internal peptidyl-lysine acetylation" "biological_process" "The addition of an acetyl group to a non-terminal lysine residue in a protein." "GOTerm"
"GO:0017064" "MATCH" "1" "GO:0017064" "fatty acid amide hydrolase activity" "molecular_function" "Catalysis of the hydrolysis of a fatty acid amide to yield a fatty acid." "GOTerm"
"GO:0017065" "MATCH" "1" "GO:0017065" "single-strand selective uracil DNA N-glycosylase activity" "molecular_function" "Catalysis of the cleavage of the N-C1' glycosidic bond between the damaged DNA base and the deoxyribose sugar, releasing a free base and leaving an apyrimidinic (AP) site. Enzymes with this activity recognize and remove uracil bases present in single-stranded DNA." "GOTerm"
"GO:0018395" "MATCH" "1" "GO:0018395" "peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine" "biological_process" "The hydroxylation of peptidyl-lysine to peptidyl-5-hydroxy-L-lysine." "GOTerm"
"GO:0030021" "MATCH" "1" "GO:0030021" "extracellular matrix structural constituent conferring compression resistance" "molecular_function" "A constituent of the extracellular matrix that enables the matrix to resist compressive forces; often a proteoglycan." "GOTerm"
"GO:0017069" "MATCH" "1" "GO:0017069" "snRNA binding" "molecular_function" "Interacting selectively and non-covalently with a small nuclear RNA (snRNA)." "GOTerm"
"GO:0030023" "MATCH" "1" "GO:0030023" "extracellular matrix constituent conferring elasticity" "molecular_function" "A component of the extracellular matrix that enables the matrix to recoil after transient stretching." "GOTerm"
"GO:0030026" "MATCH" "1" "GO:0030026" "cellular manganese ion homeostasis" "biological_process" "Any process involved in the maintenance of an internal steady state of manganese ions at the level of a cell." "GOTerm"
"GO:0032689" "MATCH" "1" "GO:0032689" "negative regulation of interferon-gamma production" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon." "GOTerm"
"GO:0070966" "MATCH" "1" "GO:0070966" "nuclear-transcribed mRNA catabolic process, no-go decay" "biological_process" "The chemical reactions and pathways resulting in the breakdown of the transcript body of a nuclear-transcribed mRNA with stalls in translation elongation." "GOTerm"
"GO:0032687" "MATCH" "1" "GO:0032687" "negative regulation of interferon-alpha production" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate, or extent of interferon-alpha production." "GOTerm"
"GO:0030027" "MATCH" "1" "GO:0030027" "lamellipodium" "cellular_component" "A thin sheetlike process extended by the leading edge of a migrating cell or extending cell process; contains a dense meshwork of actin filaments." "GOTerm"
"GO:0032688" "MATCH" "1" "GO:0032688" "negative regulation of interferon-beta production" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate, or extent of interferon-beta production." "GOTerm"
"GO:0005080" "MATCH" "1" "GO:0005080" "protein kinase C binding" "molecular_function" "Interacting selectively and non-covalently with protein kinase C." "GOTerm"
"GO:0005086" "MATCH" "1" "GO:0005086" "ARF guanyl-nucleotide exchange factor activity" "molecular_function" "Stimulates the exchange of guanyl nucleotides associated with the GTPase ARF. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase." "GOTerm"
"GO:0030020" "MATCH" "1" "GO:0030020" "extracellular matrix structural constituent conferring tensile strength" "molecular_function" "A constituent of the extracellular matrix that enables the matrix to resist longitudinal stress." "GOTerm"
"GO:0005085" "MATCH" "1" "GO:0005085" "guanyl-nucleotide exchange factor activity" "molecular_function" "Stimulates the exchange of guanyl nucleotides associated with a GTPase. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase." "GOSlimTerm"
"GO:0032680" "MATCH" "1" "GO:0032680" "regulation of tumor necrosis factor production" "biological_process" "Any process that modulates the frequency, rate, or extent of tumor necrosis factor production." "GOTerm"
"GO:0005088" "MATCH" "1" "GO:0005088" "Ras guanyl-nucleotide exchange factor activity" "molecular_function" "Stimulates the exchange of guanyl nucleotides associated with a GTPase of the Ras superfamily. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase." "GOTerm"
"GO:0005087" "MATCH" "1" "GO:0005087" "Ran guanyl-nucleotide exchange factor activity" "molecular_function" "Stimulates the exchange of guanyl nucleotides associated with a GTPase of the Ran family. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase." "GOTerm"
"GO:0042023" "MATCH" "1" "GO:0042023" "DNA endoreduplication" "biological_process" "Regulated re-replication of DNA within a single cell cycle, resulting in an increased cell ploidy. An example of this process occurs in the synthesis of Drosophila salivary gland cell polytene chromosomes." "GOTerm"
"GO:0043353" "MATCH" "1" "GO:0043353" "enucleate erythrocyte differentiation" "biological_process" "The process in which a myeloid precursor cell acquires specialized features of an erythrocyte without a nucleus. An example of this process is found in Mus musculus." "GOTerm"
"GO:0005089" "MATCH" "1" "GO:0005089" "Rho guanyl-nucleotide exchange factor activity" "molecular_function" "Stimulates the exchange of guanyl nucleotides associated with a GTPase of the Rho family. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase." "GOTerm"
"GO:0042025" "MATCH" "1" "GO:0042025" "host cell nucleus" "cellular_component" "A membrane-bounded organelle as it is found in the host cell in which chromosomes are housed and replicated. The host is defined as the larger of the organisms involved in a symbiotic interaction." "GOTerm"
"GO:0042026" "MATCH" "1" "GO:0042026" "protein refolding" "biological_process" "The process carried out by a cell that restores the biological activity of an unfolded or misfolded protein, using helper proteins such as chaperones." "GOTerm"
"GO:0030018" "MATCH" "1" "GO:0030018" "Z disc" "cellular_component" "Platelike region of a muscle sarcomere to which the plus ends of actin filaments are attached." "GOTerm"
"GO:0017050" "MATCH" "1" "GO:0017050" "D-erythro-sphingosine kinase activity" "molecular_function" "Catalysis of the reaction: sphingosine + ATP = sphingosine 1-phosphate + ADP." "GOTerm"
"GO:0042030" "MATCH" "1" "GO:0042030" "ATPase inhibitor activity" "molecular_function" "Stops, prevents or reduces the activity of any enzyme that catalyzes the hydrolysis of ATP to ADP and orthophosphate." "GOTerm"
"GO:0044691" "MATCH" "1" "GO:0044691" "tooth eruption" "biological_process" "The tooth development process in which the teeth enter the mouth and become visible." "GOTerm"
"GO:0017053" "MATCH" "1" "GO:0017053" "transcriptional repressor complex" "cellular_component" "A protein complex that possesses activity that prevents or downregulates transcription." "GOTerm"
"GO:0017054" "MATCH" "1" "GO:0017054" "negative cofactor 2 complex" "cellular_component" "A heterodimeric protein complex that can stably associate with TATA-binding protein on promoters, thereby preventing the assembly of transcription factors TFIIA and TFIIB and leading to repression of RNA polymerase II transcription. The two subunits, NC2alpha (Drap1) and NC2beta (Dr1), dimerize through histone fold domains of the H2A/H2B type present in the amino termini." "GOTerm"
"GO:0043362" "MATCH" "1" "GO:0043362" "nucleate erythrocyte maturation" "biological_process" "A developmental process, independent of morphogenetic (shape) change, that is required for a nucleate erythrocyte to attain its fully functional state. A nucleate erythrocyte is an erythrocyte with a nucleus." "GOTerm"
"GO:0017055" "MATCH" "1" "GO:0017055" "negative regulation of RNA polymerase II transcriptional preinitiation complex assembly" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of RNA polymerase II transcriptional preinitiation complex assembly." "GOTerm"
"GO:0030011" "MATCH" "1" "GO:0030011" "maintenance of cell polarity" "biological_process" "The maintenance of established anisotropic intracellular organization or cell growth patterns." "GOTerm"
"GO:0030010" "MATCH" "1" "GO:0030010" "establishment of cell polarity" "biological_process" "The specification and formation of anisotropic intracellular organization or cell growth patterns." "GOTerm"
"GO:0031344" "MATCH" "1" "GO:0031344" "regulation of cell projection organization" "biological_process" "Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections." "GOTerm"
"GO:0017056" "MATCH" "1" "GO:0017056" "structural constituent of nuclear pore" "molecular_function" "The action of a molecule that contributes to the structural integrity of the nuclear pore complex, a protein-lined channel in the nuclear envelope that allows the transfer of macromolecules." "GOTerm"
"GO:0032675" "MATCH" "1" "GO:0032675" "regulation of interleukin-6 production" "biological_process" "Any process that modulates the frequency, rate, or extent of interleukin-6 production." "GOTerm"
"GO:0017057" "MATCH" "1" "GO:0017057" "6-phosphogluconolactonase activity" "molecular_function" "Catalysis of the reaction: 6-O-phosphono-D-glucono-1,5-lactone + H(2)O = 6-phospho-D-gluconate + H(+)." "GOTerm"
"GO:0017059" "MATCH" "1" "GO:0017059" "serine C-palmitoyltransferase complex" "cellular_component" "An enzyme complex that catalyzes the transfer of a palmitoyl on to serine, forming 3-dehydro-D-sphinganine." "GOTerm"
"GO:0030015" "MATCH" "1" "GO:0030015" "CCR4-NOT core complex" "cellular_component" "The core of the CCR4-NOT complex. In Saccharomyces the CCR4-NOT core complex comprises Ccr4p, Caf1p, Caf40p, Caf130p, Not1p, Not2p, Not3p, Not4p, and Not5p." "GOTerm"
"GO:0030014" "MATCH" "1" "GO:0030014" "CCR4-NOT complex" "cellular_component" "The Ccr4-Not complex is an eukaryotically conserved deadenylase that can initiate cytoplasmic mRNA decay, and reduce translation by releasing poly(A)-binding protein (Pab1/PABPC1). Ccr4-Not contains seven core subunits, including two poly(A)-specific exonucleases, Ccr4/CNOT6/CNOT6L and Caf1/Pop2/CNOT7/CNOT8." "GOTerm"
