"Sample.ID"	"scaffold"	"position"	"meth"	"unmeth"	"gene"	"treatment"	"per.meth"
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	18102432	42	4	"PGEN_00000455"	"Low"	91.304347826087
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	18102449	48	5	"PGEN_00000455"	"Low"	90.5660377358491
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	1885842	2	68	"PGEN_00000039"	"Low"	2.85714285714286
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	1912281	116	62	"PGEN_00000039"	"Low"	65.1685393258427
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	1912338	133	21	"PGEN_00000039"	"Low"	86.3636363636364
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	1912397	71	40	"PGEN_00000039"	"Low"	63.963963963964
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	19790173	14	7	"PGEN_00000492"	"Low"	66.6666666666667
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	19790177	20	2	"PGEN_00000492"	"Low"	90.9090909090909
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	19930043	40	54	"PGEN_00000497"	"Low"	42.5531914893617
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	19937931	43	24	"PGEN_00000498"	"Low"	64.1791044776119
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	19938014	0	60	"PGEN_00000498"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	19938017	37	23	"PGEN_00000498"	"Low"	61.6666666666667
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	19938116	13	15	"PGEN_00000498"	"Low"	46.4285714285714
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	19938611	15	11	"PGEN_00000498"	"Low"	57.6923076923077
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	19938633	31	25	"PGEN_00000498"	"Low"	55.3571428571429
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	20167334	62	47	"PGEN_00000505"	"Low"	56.8807339449541
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	20225346	0	31	"PGEN_00000507"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	20225361	0	28	"PGEN_00000507"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	20225364	0	23	"PGEN_00000507"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	20594769	0	52	"PGEN_00000515"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	20594775	1	54	"PGEN_00000515"	"Low"	1.81818181818182
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	20594778	1	52	"PGEN_00000515"	"Low"	1.88679245283019
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	20594967	1	90	"PGEN_00000515"	"Low"	1.0989010989011
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	20594976	2	83	"PGEN_00000515"	"Low"	2.35294117647059
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	21098604	7	12	"PGEN_00000526"	"Low"	36.8421052631579
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	21240519	0	16	"PGEN_00000532"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	21847027	28	5	"PGEN_00000545"	"Low"	84.8484848484848
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	21847033	33	5	"PGEN_00000545"	"Low"	86.8421052631579
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	21847068	30	8	"PGEN_00000545"	"Low"	78.9473684210526
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	21847093	7	22	"PGEN_00000545"	"Low"	24.1379310344828
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	23306724	1	34	"PGEN_00000575"	"Low"	2.85714285714286
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	23419182	1	45	"PGEN_00000578"	"Low"	2.17391304347826
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	23419251	1	67	"PGEN_00000578"	"Low"	1.47058823529412
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	2397318	29	4	"PGEN_00000055"	"Low"	87.8787878787879
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	2397326	30	3	"PGEN_00000055"	"Low"	90.9090909090909
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	2397341	27	6	"PGEN_00000055"	"Low"	81.8181818181818
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	2397354	29	3	"PGEN_00000055"	"Low"	90.625
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	2397393	32	1	"PGEN_00000055"	"Low"	96.969696969697
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	2397404	21	1	"PGEN_00000055"	"Low"	95.4545454545455
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24499774	15	13	"PGEN_00000594"	"Low"	53.5714285714286
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24627135	0	55	"PGEN_00000598"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24627799	0	42	"PGEN_00000598"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24627889	0	28	"PGEN_00000598"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24628253	0	69	"PGEN_00000598"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24628326	0	72	"PGEN_00000598"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24628517	0	41	"PGEN_00000598"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24628590	1	51	"PGEN_00000598"	"Low"	1.92307692307692
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24628634	0	49	"PGEN_00000598"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24628766	0	66	"PGEN_00000598"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24635078	0	33	"PGEN_00000598"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24636512	0	14	"PGEN_00000598"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24636519	0	12	"PGEN_00000598"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24994983	48	85	"PGEN_00000616"	"Low"	36.0902255639098
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24995028	0	146	"PGEN_00000616"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24995067	24	44	"PGEN_00000616"	"Low"	35.2941176470588
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24995147	10	43	"PGEN_00000616"	"Low"	18.8679245283019
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24995174	1	56	"PGEN_00000616"	"Low"	1.75438596491228
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24995415	23	58	"PGEN_00000616"	"Low"	28.3950617283951
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24995499	10	46	"PGEN_00000616"	"Low"	17.8571428571429
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24995583	9	34	"PGEN_00000616"	"Low"	20.9302325581395
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24995751	5	34	"PGEN_00000616"	"Low"	12.8205128205128
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24995892	0	20	"PGEN_00000616"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	24996180	3	20	"PGEN_00000616"	"Low"	13.0434782608696
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	25317430	74	18	"PGEN_00000622"	"Low"	80.4347826086957
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	25317438	37	66	"PGEN_00000622"	"Low"	35.9223300970874
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	25317505	64	73	"PGEN_00000622"	"Low"	46.7153284671533
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	25317572	23	26	"PGEN_00000622"	"Low"	46.9387755102041
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	25317639	27	30	"PGEN_00000622"	"Low"	47.3684210526316
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	25317773	39	27	"PGEN_00000622"	"Low"	59.0909090909091
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	26620574	7	23	"PGEN_00000653"	"Low"	23.3333333333333
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	26620661	5	33	"PGEN_00000653"	"Low"	13.1578947368421
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	26775073	17	61	"PGEN_00000656"	"Low"	21.7948717948718
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	28200462	0	11	"PGEN_00000679"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	28202684	0	75	"PGEN_00000679"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	28202716	0	70	"PGEN_00000679"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	28202730	0	67	"PGEN_00000679"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	28332093	20	5	"PGEN_00000682"	"Low"	80
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	28332099	16	5	"PGEN_00000682"	"Low"	76.1904761904762
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	28332360	10	33	"PGEN_00000682"	"Low"	23.2558139534884
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	28332505	33	87	"PGEN_00000682"	"Low"	27.5
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	29347407	14	5	"PGEN_00000702"	"Low"	73.6842105263158
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	29347495	8	10	"PGEN_00000702"	"Low"	44.4444444444444
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30227750	0	17	"PGEN_00000727"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30227779	0	17	"PGEN_00000727"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30227784	0	17	"PGEN_00000727"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30227797	0	17	"PGEN_00000727"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30227803	0	18	"PGEN_00000727"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30227820	1	19	"PGEN_00000727"	"Low"	5
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30227823	0	21	"PGEN_00000727"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30227827	1	18	"PGEN_00000727"	"Low"	5.26315789473684
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30227858	0	11	"PGEN_00000727"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30227942	0	18	"PGEN_00000727"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30227991	0	21	"PGEN_00000727"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30228531	1	58	"PGEN_00000727"	"Low"	1.69491525423729
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30228540	0	60	"PGEN_00000727"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30228546	1	57	"PGEN_00000727"	"Low"	1.72413793103448
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30228567	0	65	"PGEN_00000727"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	30228581	0	61	"PGEN_00000727"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	31551105	0	40	"PGEN_00000766"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	31551202	2	86	"PGEN_00000766"	"Low"	2.27272727272727
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	32218489	0	36	"PGEN_00000787"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	32679095	0	34	"PGEN_00000802"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	32679108	0	34	"PGEN_00000802"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	32679112	4	30	"PGEN_00000802"	"Low"	11.7647058823529
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	33081617	5	38	"PGEN_00000820"	"Low"	11.6279069767442
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	33081650	4	33	"PGEN_00000820"	"Low"	10.8108108108108
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	33081656	1	40	"PGEN_00000820"	"Low"	2.4390243902439
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	33464	5	19	"PGEN_00000001"	"Low"	20.8333333333333
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	33477	7	18	"PGEN_00000001"	"Low"	28
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	33490	15	11	"PGEN_00000001"	"Low"	57.6923076923077
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4064987	2	66	"PGEN_00000099"	"Low"	2.94117647058824
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4065086	0	28	"PGEN_00000099"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4233891	0	32	"PGEN_00000102"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4233913	0	39	"PGEN_00000102"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4233940	1	40	"PGEN_00000102"	"Low"	2.4390243902439
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4767343	27	51	"PGEN_00000113"	"Low"	34.6153846153846
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4820627	0	28	"PGEN_00000114"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4822781	18	0	"PGEN_00000114"	"Low"	100
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4822789	16	2	"PGEN_00000114"	"Low"	88.8888888888889
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4822844	41	24	"PGEN_00000114"	"Low"	63.0769230769231
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4822857	31	29	"PGEN_00000114"	"Low"	51.6666666666667
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4822878	66	16	"PGEN_00000114"	"Low"	80.4878048780488
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4822883	65	17	"PGEN_00000114"	"Low"	79.2682926829268
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4822891	50	23	"PGEN_00000114"	"Low"	68.4931506849315
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4822925	16	27	"PGEN_00000114"	"Low"	37.2093023255814
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4822946	33	8	"PGEN_00000114"	"Low"	80.4878048780488
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4822959	16	22	"PGEN_00000114"	"Low"	42.1052631578947
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4822980	25	6	"PGEN_00000114"	"Low"	80.6451612903226
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4822985	27	0	"PGEN_00000114"	"Low"	100
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	4904113	23	4	"PGEN_00000117"	"Low"	85.1851851851852
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	5631269	3	19	"PGEN_00000136"	"Low"	13.6363636363636
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	5853526	4	19	"PGEN_00000140"	"Low"	17.3913043478261
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6069142	2	14	"PGEN_00000146"	"Low"	12.5
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6069460	1	17	"PGEN_00000146"	"Low"	5.55555555555556
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6070569	1	13	"PGEN_00000146"	"Low"	7.14285714285714
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6184618	4	50	"PGEN_00000148"	"Low"	7.40740740740741
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6184638	6	82	"PGEN_00000148"	"Low"	6.81818181818182
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6184655	1	110	"PGEN_00000148"	"Low"	0.900900900900901
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6184675	2	114	"PGEN_00000148"	"Low"	1.72413793103448
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6184695	0	120	"PGEN_00000148"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6184715	0	99	"PGEN_00000148"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6184735	4	73	"PGEN_00000148"	"Low"	5.19480519480519
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6841087	19	32	"PGEN_00000166"	"Low"	37.2549019607843
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6841093	24	29	"PGEN_00000166"	"Low"	45.2830188679245
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6841106	19	21	"PGEN_00000166"	"Low"	47.5
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6841132	18	23	"PGEN_00000166"	"Low"	43.9024390243902
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6841145	18	29	"PGEN_00000166"	"Low"	38.2978723404255
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6841158	11	20	"PGEN_00000166"	"Low"	35.4838709677419
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6841165	20	26	"PGEN_00000166"	"Low"	43.4782608695652
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6895140	0	16	"PGEN_00000169"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6895150	1	15	"PGEN_00000169"	"Low"	6.25
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6961998	6	27	"PGEN_00000173"	"Low"	18.1818181818182
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	6962017	0	34	"PGEN_00000173"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	8390540	1	62	"PGEN_00000211"	"Low"	1.58730158730159
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	8390572	1	84	"PGEN_00000211"	"Low"	1.17647058823529
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	8390575	5	87	"PGEN_00000211"	"Low"	5.43478260869565
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	8390608	3	85	"PGEN_00000211"	"Low"	3.40909090909091
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	8464354	0	52	"PGEN_00000213"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	8464393	0	51	"PGEN_00000213"	"Low"	0
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	8671040	4	53	"PGEN_00000216"	"Low"	7.01754385964912
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	8671108	7	57	"PGEN_00000216"	"Low"	10.9375
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	9223183	31	1	"PGEN_00000233"	"Low"	96.875
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	9223189	39	0	"PGEN_00000233"	"Low"	100
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	9223199	54	0	"PGEN_00000233"	"Low"	100
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	9223203	51	2	"PGEN_00000233"	"Low"	96.2264150943396
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	9223213	48	6	"PGEN_00000233"	"Low"	88.8888888888889
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	9223221	49	5	"PGEN_00000233"	"Low"	90.7407407407407
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	9223245	54	0	"PGEN_00000233"	"Low"	100
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	9223249	50	4	"PGEN_00000233"	"Low"	92.5925925925926
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	9223268	55	0	"PGEN_00000233"	"Low"	100
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	9223286	23	3	"PGEN_00000233"	"Low"	88.4615384615385
"EPI_104"	"PGA_scaffold17__51_contigs__length_34923512"	9396323	13	8	"PGEN_00000241"	"Low"	61.9047619047619
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	10475748	0	20	"PGEN_00001204"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	10757658	15	10	"PGEN_00001211"	"Low"	60
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	10757683	32	8	"PGEN_00001211"	"Low"	80
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	10757703	13	24	"PGEN_00001211"	"Low"	35.1351351351351
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	10757708	11	14	"PGEN_00001211"	"Low"	44
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	10757728	30	8	"PGEN_00001211"	"Low"	78.9473684210526
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11397567	1	24	"PGEN_00001233"	"Low"	4
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11397584	2	67	"PGEN_00001233"	"Low"	2.89855072463768
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11397595	4	84	"PGEN_00001233"	"Low"	4.54545454545455
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11397611	2	118	"PGEN_00001233"	"Low"	1.66666666666667
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11397621	1	144	"PGEN_00001233"	"Low"	0.689655172413793
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11397660	2	142	"PGEN_00001233"	"Low"	1.38888888888889
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11397677	0	141	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11397688	0	143	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398049	0	21	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398060	1	20	"PGEN_00001233"	"Low"	4.76190476190476
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398076	1	18	"PGEN_00001233"	"Low"	5.26315789473684
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398142	0	57	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398153	1	57	"PGEN_00001233"	"Low"	1.72413793103448
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398190	0	22	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398328	1	30	"PGEN_00001233"	"Low"	3.2258064516129
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398404	6	428	"PGEN_00001233"	"Low"	1.38248847926267
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398432	6	525	"PGEN_00001233"	"Low"	1.12994350282486
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398497	0	361	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398514	2	333	"PGEN_00001233"	"Low"	0.597014925373134
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398525	2	307	"PGEN_00001233"	"Low"	0.647249190938511
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398541	0	45	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398590	0	172	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398607	1	184	"PGEN_00001233"	"Low"	0.540540540540541
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398618	1	181	"PGEN_00001233"	"Low"	0.549450549450549
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398634	1	173	"PGEN_00001233"	"Low"	0.574712643678161
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398683	0	127	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398700	0	115	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11398727	0	76	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11400229	6	43	"PGEN_00001233"	"Low"	12.2448979591837
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11400242	0	43	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11400254	0	34	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11400355	0	49	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11400361	0	39	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11400364	0	39	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11400386	0	39	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11400392	0	38	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11400408	0	23	"PGEN_00001233"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11407270	1	20	"PGEN_00001233"	"Low"	4.76190476190476
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11456751	1	12	"PGEN_00001237"	"Low"	7.69230769230769
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11456769	17	2	"PGEN_00001237"	"Low"	89.4736842105263
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11827263	0	49	"PGEN_00001246"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11827266	2	50	"PGEN_00001246"	"Low"	3.84615384615385
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11827527	0	75	"PGEN_00001246"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11827530	3	71	"PGEN_00001246"	"Low"	4.05405405405405
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	11827805	0	57	"PGEN_00001246"	"Low"	0
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	12019367	5	6	"PGEN_00001253"	"Low"	45.4545454545455
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	12019375	5	7	"PGEN_00001253"	"Low"	41.6666666666667
"EPI_104"	"PGA_scaffold18__69_contigs__length_27737463"	12019379	5	8	"PGEN_00001253"	"Low"	38.4615384615385
