"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","reason","matches","identifier","name","namespace","description","class"
"63","GO:0018344",0.0407960093624808,0.997494727467146,2,4,NA,NA,"MATCH",1,"GO:0018344","protein geranylgeranylation","BP","The covalent attachment of a geranylgeranyl group to a protein.","GOTerm"
"66","GO:0021553",0.0218199405618781,0.999321614479701,2,3,NA,NA,"MATCH",1,"GO:0021553","olfactory nerve development","BP","The process whose specific outcome is the progression of the olfactory nerve over time, from its formation to the mature structure. The olfactory nerve is a collection of sensory nerve rootlets that extend down from the olfactory bulb to the olfactory mucosa of the upper parts of the nasal cavity. This nerve conducts odor information to the brainstem.","GOTerm"
"69","GO:0030117",0.0440117100317415,0.997179457883679,2,4,NA,NA,"MATCH",1,"GO:0030117","membrane coat","CC","Any of several different proteinaceous coats that can associate with membranes. Membrane coats include those formed by clathrin plus an adaptor complex, the COPI and COPII complexes, and possibly others. They are found associated with membranes on many vesicles as well as other membrane features such as pits and perhaps tubules.","GOTerm"
"71","GO:0030548",0.0217346635899924,0.999325714740441,2,3,NA,NA,"MATCH",1,"GO:0030548","acetylcholine receptor regulator activity","MF","Interacting (directly or indirectly) with acetylcholine receptors such that the proportion of receptors in the active form is changed.","GOTerm"
"72","GO:0031313",0.0399447219671599,0.997575827690459,2,4,NA,NA,"MATCH",1,"GO:0031313","extrinsic component of endosome membrane","CC","The component of an endosome membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region.","GOTerm"
"80","GO:0033235",0.0427145124766726,0.997308320747307,2,4,NA,NA,"MATCH",1,"GO:0033235","positive regulation of protein sumoylation","BP","Any process that activates or increases the frequency, rate or extent of the addition of SUMO groups to a protein.","GOTerm"
"81","GO:0033263",0.0221652247733329,0.999304919976349,2,3,NA,NA,"MATCH",1,"GO:0033263","CORVET complex","CC","A multimeric protein complex that acts as an endosomal tethering complex (CORVET = class C core vacuole/endosome tethering) by cooperating with Rab GTPases to capture endosomal vesicles and trap them prior to the action of SNAREs; the complex is involved in endo-lysosomal biogenesis and required for transport between endosome and vacuole. The Saccharomyces cerevisiae complex contains Vps8p, Vps3p, Pep5p, Vps16p, Pep3p, and Vps33p.","GOTerm"
"85","GO:0035151",0.0396201767268289,0.997606483141326,2,4,NA,NA,"MATCH",1,"GO:0035151","regulation of tube size, open tracheal system","BP","Ensuring that an epithelial tube in an open tracheal system is of the correct length and diameter. Tracheal tubes undergo highly regulated tube-size increases during development, expanding up to 40 times their initial size by the end of larval life. Tube size appears to be controlled by regulation of apical membrane expansion and secretion, rather than by changes in cell number, size or shape.","GOTerm"
"86","GO:0035174",0.0207045135420195,0.99937452398393,2,3,NA,NA,"MATCH",1,"GO:0035174","histone serine kinase activity","MF","Catalysis of the transfer of a phosphate group to a serine residue of a histone. Histones are any of a group of water-soluble proteins found in association with the DNA of eukaroytic  chromosomes.","GOTerm"
"87","GO:0035258",0.0207045135420195,0.99937452398393,2,3,NA,NA,"MATCH",1,"GO:0035258","steroid hormone receptor binding","MF","Interacting selectively and non-covalently with a steroid hormone receptor.","GOTerm"
"88","GO:0035331",0.0391122772413891,0.997654164605697,2,4,NA,NA,"MATCH",1,"GO:0035331","negative regulation of hippo signaling","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of hippo signaling.","GOTerm"
"89","GO:0035542",0.0407167030878153,0.997502324902565,2,4,NA,NA,"MATCH",1,"GO:0035542","regulation of SNARE complex assembly","BP","Any process that modulates the frequency, rate or extent of assembly of the SNARE complex. The SNARE complex is a protein complex involved in membrane fusion; a stable ternary complex consisting of a four-helix bundle, usually formed from one R-SNARE and three Q-SNAREs with an ionic layer sandwiched between hydrophobic layers.","GOTerm"
"90","GO:0035615",0.0432133096141387,0.99725903846739,2,4,NA,NA,"MATCH",1,"GO:0035615","clathrin adaptor activity","MF","Bringing together a cargo protein with clathrin, responsible for the formation of endocytic vesicles.","GOTerm"
"91","GO:0035994",0.0216352897549937,0.999330481331942,2,3,NA,NA,"MATCH",1,"GO:0035994","response to muscle stretch","BP","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a myofibril being extended beyond its slack length.","GOTerm"
"92","GO:0040016",0.0418109909031208,0.997396733525271,2,4,NA,NA,"MATCH",1,"GO:0040016","embryonic cleavage","BP","The first few specialized divisions of an activated animal egg.","GOTerm"
"93","GO:0042534",0.00832467323006633,1,2,2,NA,NA,"MATCH",1,"GO:0042534","regulation of tumor necrosis factor biosynthetic process","BP","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of tumor necrosis factor, an inflammatory cytokine produced by macrophages/monocytes during acute inflammation and which is responsible for a diverse range of signaling events within cells, leading to necrosis or apoptosis.","GOTerm"
"97","GO:0043426",0.0210884999649871,0.999356487017529,2,3,NA,NA,"MATCH",1,"GO:0043426","MRF binding","MF","Interacting selectively and non-covalently with Myogenic Regulatory Factor (MRF), a member of the basic Helix-Loop-Helix (bHLH) superfamily of transcription factors.","GOTerm"
"98","GO:0043518",0.0214482494956598,0.999339419396656,2,3,NA,NA,"MATCH",1,"GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of the cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage.","GOTerm"
"100","GO:0043922",0.039457109030525,0.997621830914677,2,4,NA,NA,"MATCH",1,"GO:0043922","negative regulation by host of viral transcription","BP","Any process in which a host organism stops, prevents, or reduces the frequency, rate or extent of viral transcription.","GOTerm"
"102","GO:0045843",0.040935748472843,0.997481319651347,2,4,NA,NA,"MATCH",1,"GO:0045843","negative regulation of striated muscle tissue development","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of striated muscle development.","GOTerm"
"103","GO:0046879",0.0207045135420195,0.99937452398393,2,3,NA,NA,"MATCH",1,"GO:0046879","hormone secretion","BP","The regulated release of hormones, substances with a specific regulatory effect on a particular organ or group of cells.","GOTerm"
"104","GO:0047134",0.0208031871936019,0.99936990685736,2,3,NA,NA,"MATCH",1,"GO:0047134","protein-disulfide reductase activity","MF","Catalysis of the reaction: protein-dithiol + NAD(P)+ = protein-disulfide + NAD(P)H + H+.","GOTerm"
"105","GO:0047322",0.0207045135420195,0.99937452398393,2,3,NA,NA,"MATCH",1,"GO:0047322","[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity","MF","Catalysis of the reaction: [3-hydroxy-3-methylglutaryl-CoA reductase (NADPH)] + ATP = [3-hydroxy-3-methylglutaryl-CoA reductase (NADPH)] phosphate + ADP.","GOTerm"
"106","GO:0048022",0.00731848887842875,1,2,2,NA,NA,"MATCH",1,"GO:0048022","negative regulation of melanin biosynthetic process","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of melanin.","GOTerm"
"107","GO:0048029",0.0207721647788513,0.999371359788931,2,3,NA,NA,"MATCH",1,"GO:0048029","monosaccharide binding","MF","Interacting selectively and non-covalently with any monosaccharide. Monosaccharides are the simplest carbohydrates; they are polyhydroxy aldehydes H[CH(OH)]nC(=O)H or polyhydroxy ketones H[CHOH]nC(=O)[CHOH]mH with three or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides.","GOTerm"
"109","GO:0048642",0.00731921592983453,1,2,2,NA,NA,"MATCH",1,"GO:0048642","negative regulation of skeletal muscle tissue development","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of skeletal muscle tissue development.","GOTerm"
"112","GO:0050405",0.0207045135420195,0.99937452398393,2,3,NA,NA,"MATCH",1,"GO:0050405","[acetyl-CoA carboxylase] kinase activity","MF","Catalysis of the reaction: ATP + [acetyl-CoA carboxylase] = ADP + [acetyl-CoA carboxylase] phosphate.","GOTerm"
"114","GO:0051573",0.00748586756626637,1,2,2,NA,NA,"MATCH",1,"GO:0051573","negative regulation of histone H3-K9 methylation","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3.","GOTerm"
"115","GO:0051574",0.00731848887842875,1,2,2,NA,NA,"MATCH",1,"GO:0051574","positive regulation of histone H3-K9 methylation","BP","Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3.","GOTerm"
"117","GO:0052832",0.0210226268944426,0.999359594547844,2,3,NA,NA,"MATCH",1,"GO:0052832","inositol monophosphate 3-phosphatase activity","MF","Catalysis of the reaction: myo-inositol 3-phosphate + H2O = myo-inositol + phosphate.","GOTerm"
"118","GO:0052833",0.0210226268944426,0.999359594547844,2,3,NA,NA,"MATCH",1,"GO:0052833","inositol monophosphate 4-phosphatase activity","MF","Catalysis of the reaction: myo-inositol 4-phosphate + H2O = myo-inositol + phosphate.","GOTerm"
"121","GO:0060340",0.0212038900762628,0.999351030328942,2,3,NA,NA,"MATCH",1,"GO:0060340","positive regulation of type I interferon-mediated signaling pathway","BP","Any process that increases the rate, frequency or extent of a type I interferon-mediated signaling pathway. A type I interferon-mediated signaling pathway is the series of molecular events generated as a consequence of a type I interferon binding to a cell surface receptor.","GOTerm"
"126","GO:0062009",0.0390673885924629,0.997658361500648,2,4,NA,NA,"MATCH",1,"GO:0062009","secondary palate development","BP","The biological process whose specific outcome is the progression of the secondary palate from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The secondary palate is the part of the palate formed from the fusion of the two palatine shelves, extensions of the maxillary prominences.","GOTerm"
"127","GO:0062028",0.00731848887842875,1,2,2,NA,NA,"MATCH",1,"GO:0062028","regulation of stress granule assembly","BP","Any process that modulates the rate, frequency or extent of stress granule assembly, the aggregation, arrangement and bonding together of proteins and RNA molecules to form a stress granule.","GOTerm"
"130","GO:0070779",0.0391993400685397,0.997646016616444,2,4,NA,NA,"MATCH",1,"GO:0070779","D-aspartate import across plasma membrane","BP","The directed import of D-aspartate from the extracellular region across the plasma membrane and into the cytosol.","GOTerm"
"132","GO:0070933",0.0390673885924629,0.997658361500648,2,4,NA,NA,"MATCH",1,"GO:0070933","histone H4 deacetylation","BP","The modification of histone H4 by the removal of one or more acetyl groups.","GOTerm"
"134","GO:0071257",0.0398599297165457,0.997583850940403,2,4,NA,NA,"MATCH",1,"GO:0071257","cellular response to electrical stimulus","BP","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electrical stimulus.","GOTerm"
"136","GO:0071380",0.0214358522694975,0.999340010269616,2,3,NA,NA,"MATCH",1,"GO:0071380","cellular response to prostaglandin E stimulus","BP","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prostagladin E stimulus.","GOTerm"
"137","GO:0071383",0.039107826143578,0.997654580889359,2,4,NA,NA,"MATCH",1,"GO:0071383","cellular response to steroid hormone stimulus","BP","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus.","GOTerm"
"139","GO:0072344",0.0395764898687053,0.997610598520644,2,4,NA,NA,"MATCH",1,"GO:0072344","rescue of stalled ribosome","BP","A process of translational elongation that takes place when a ribosome has stalled during translation, and results in freeing the ribosome from the stalled translation complex.","GOTerm"
"142","GO:0097374",0.0390673885924629,0.997658361500648,2,4,NA,NA,"MATCH",1,"GO:0097374","sensory neuron axon guidance","BP","The process in which the migration of an axon growth cone of a sensory neuron is directed to a specific target site in response to a combination of attractive and repulsive cues. A sensory neuron is an afferent neuron conveying sensory impulses.","GOTerm"
"144","GO:0098719",0.0407465521737753,0.997499466413005,2,4,NA,NA,"MATCH",1,"GO:0098719","sodium ion import across plasma membrane","BP","The directed movement of sodium ions from outside of a cell, across the plasma membrane and into the cytosol.","GOTerm"
"146","GO:0140077",0.0207045135420195,0.99937452398393,2,3,NA,NA,"MATCH",1,"GO:0140077","positive regulation of lipoprotein transport","BP","Any process that activates or increases the rate or extent of lipoprotein transport.","GOTerm"
"147","GO:1903827",0.0391735643052334,0.99764843000324,2,4,NA,NA,"MATCH",1,"GO:1903827","regulation of cellular protein localization","BP","Any process that modulates the frequency, rate or extent of cellular protein localization. Cellular protein localization is any process in which a protein is transported to, and/or maintained in, a specific location and encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell.","GOTerm"
"148","GO:1904153",0.0415474973786936,0.997422308375791,2,4,NA,NA,"MATCH",1,"GO:1904153","negative regulation of retrograde protein transport, ER to cytosol","BP","Any process that stops, prevents or reduces the frequency, rate or extent of retrograde protein transport, ER to cytosol.","GOTerm"
"149","GO:1904158",0.0396916495190918,0.997599744577077,2,4,NA,NA,"MATCH",1,"GO:1904158","axonemal central apparatus assembly","BP","The aggregation, arrangement and bonding together of a set of components to form an axonemal central apparatus.","GOTerm"
"150","GO:1904428",0.00731848887842875,1,2,2,NA,NA,"MATCH",1,"GO:1904428","negative regulation of tubulin deacetylation","BP","Any process that stops, prevents or reduces the frequency, rate or extent of tubulin deacetylation.","GOTerm"
"152","GO:1990718",0.007568437439035,1,2,2,NA,NA,"MATCH",1,"GO:1990718","axonemal central pair projection","CC","Part of the 9+2 axoneme, that occurs in most motile cilia, consisting of the projections off of the central pair of single microtubules.","GOTerm"
"153","GO:2000758",0.00731848887842875,1,2,2,NA,NA,"MATCH",1,"GO:2000758","positive regulation of peptidyl-lysine acetylation","BP","Any process that activates or increases the frequency, rate or extent of peptidyl-lysine acetylation.","GOTerm"
