"Sample.ID"	"scaffold"	"position"	"meth"	"unmeth"	"gene"	"treatment"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398142	0	67	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398153	1	66	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398404	2	356	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398432	5	476	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398497	0	341	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398514	1	323	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398525	3	304	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398541	2	43	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398590	0	156	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398607	2	163	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398618	1	170	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398634	2	163	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398683	0	113	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398700	0	101	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11398727	0	61	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11400361	0	38	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11400364	0	38	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11400386	1	38	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11400392	0	39	"PGEN_00001233"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11412242	1	128	"PGEN_00001235"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11412296	0	134	"PGEN_00001235"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	11827805	0	38	"PGEN_00001246"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	13466903	25	7	"PGEN_00001291"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	13594600	1	51	"PGEN_00001295"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	13594645	0	57	"PGEN_00001295"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	13594825	0	66	"PGEN_00001295"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	13594858	0	72	"PGEN_00001295"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	13594870	1	69	"PGEN_00001295"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	15946304	38	17	"PGEN_00001361"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	15946386	43	28	"PGEN_00001361"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	16947759	14	76	"PGEN_00001386"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	16953263	6	32	"PGEN_00001386"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	17032790	0	53	"PGEN_00001391"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	17032800	0	56	"PGEN_00001391"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	17032844	0	49	"PGEN_00001391"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	17303010	21	19	"PGEN_00001398"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	17407220	0	32	"PGEN_00001401"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	17407271	0	192	"PGEN_00001401"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	17407611	0	93	"PGEN_00001401"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	17407633	0	98	"PGEN_00001401"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	17407662	0	96	"PGEN_00001401"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	17407735	0	66	"PGEN_00001401"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	18080478	1	51	"PGEN_00001422"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	18080520	1	74	"PGEN_00001422"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	18080562	0	53	"PGEN_00001422"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	18080688	1	56	"PGEN_00001422"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	18434943	20	14	"PGEN_00001430"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	19775906	0	205	"PGEN_00001470"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	19775960	2	157	"PGEN_00001470"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	19775998	26	99	"PGEN_00001470"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	19898232	2	92	"PGEN_00001480"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	19922096	0	89	"PGEN_00001480"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	19922134	0	68	"PGEN_00001480"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	19922186	0	78	"PGEN_00001480"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	19922225	2	76	"PGEN_00001480"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	20351222	0	50	"PGEN_00001492"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	20351237	1	50	"PGEN_00001492"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	20351269	0	51	"PGEN_00001492"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	2230985	2	35	"PGEN_00000937"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	2231256	0	39	"PGEN_00000937"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25609641	0	63	"PGEN_00001642"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25694319	0	45	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25694364	0	52	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25743871	0	63	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25743888	22	38	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25743916	0	57	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25743933	14	32	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25744006	0	54	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25744051	0	120	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25744068	28	78	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25744096	0	146	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25744113	33	88	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25744141	0	83	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25744158	15	48	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25754815	0	78	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25754905	0	87	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25754950	0	70	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	25755040	0	28	"PGEN_00001648"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	26060091	0	77	"PGEN_00001659"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	26060369	0	74	"PGEN_00001659"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	26060385	0	79	"PGEN_00001659"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	3675515	0	29	"PGEN_00000981"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	3675543	0	29	"PGEN_00000981"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	3675550	0	35	"PGEN_00000981"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	3675618	0	30	"PGEN_00000981"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	3675651	0	43	"PGEN_00000981"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	3675679	0	28	"PGEN_00000981"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	3675686	0	38	"PGEN_00000981"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	4453535	20	39	"PGEN_00000998"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	4453541	3	52	"PGEN_00000998"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	6649000	0	58	"PGEN_00001064"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	6649016	0	58	"PGEN_00001064"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	6785721	19	5	"PGEN_00001066"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	6785764	1	45	"PGEN_00001066"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	7664156	0	30	"PGEN_00001089"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	7664175	0	34	"PGEN_00001089"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	7664201	0	37	"PGEN_00001089"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	7664220	0	34	"PGEN_00001089"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	7664265	0	33	"PGEN_00001089"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	9065677	112	10	"PGEN_00001153"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	9065709	144	41	"PGEN_00001153"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	9065731	185	17	"PGEN_00001153"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	9065740	165	24	"PGEN_00001153"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	9065763	106	41	"PGEN_00001153"	"Day10"
"EPI_135"	"PGA_scaffold18__69_contigs__length_27737463"	9065785	116	13	"PGEN_00001153"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10207413	18	18	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10207438	40	9	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10207441	30	22	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10207453	17	45	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10207458	10	29	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10207482	31	40	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10208835	19	68	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10209483	6	56	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10209505	78	24	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10209545	4	72	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10210273	28	9	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10210313	17	21	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10210393	7	50	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10210451	3	45	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10210463	1	38	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10210466	0	32	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10210485	4	44	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10218622	19	26	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10218771	14	22	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10218873	36	16	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10219326	41	22	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10219348	36	25	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10219360	64	10	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10220188	52	19	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10220242	18	34	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10220282	9	17	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10221680	20	18	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10221699	42	12	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10221724	50	9	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10221741	64	14	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10221767	31	30	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10222313	33	3	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10222316	5	33	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10222354	56	7	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10222357	33	7	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10222384	6	55	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10222398	25	40	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10225628	29	18	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10226502	7	23	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10226563	10	31	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10226583	31	5	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10226611	21	18	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10226622	40	3	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10226628	25	6	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10226643	31	3	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10226648	34	1	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	10226776	28	13	"PGEN_00000265"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	17777849	6	12	"PGEN_00000451"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	1885842	0	128	"PGEN_00000039"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	1912281	51	22	"PGEN_00000039"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	1912338	51	22	"PGEN_00000039"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	1912397	40	21	"PGEN_00000039"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	19937931	37	18	"PGEN_00000498"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	19938014	4	49	"PGEN_00000498"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	19938017	33	18	"PGEN_00000498"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	19938633	26	14	"PGEN_00000498"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	20167334	61	49	"PGEN_00000505"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	20594967	0	58	"PGEN_00000515"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	20594976	0	57	"PGEN_00000515"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	20831956	0	43	"PGEN_00000520"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	20831965	0	32	"PGEN_00000520"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	20868327	3	44	"PGEN_00000521"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	20868333	0	45	"PGEN_00000521"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	20868337	0	44	"PGEN_00000521"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	22718597	13	67	"PGEN_00000568"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	23419182	0	48	"PGEN_00000578"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	23419251	1	82	"PGEN_00000578"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	2397318	26	4	"PGEN_00000055"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	2397326	26	5	"PGEN_00000055"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	2397341	28	3	"PGEN_00000055"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	2397354	26	5	"PGEN_00000055"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	2397393	28	2	"PGEN_00000055"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24499846	8	23	"PGEN_00000594"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24627135	0	48	"PGEN_00000598"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24628253	0	97	"PGEN_00000598"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24628326	1	87	"PGEN_00000598"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24628590	0	38	"PGEN_00000598"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24628634	1	33	"PGEN_00000598"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24628766	0	66	"PGEN_00000598"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24994983	34	81	"PGEN_00000616"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24995028	0	133	"PGEN_00000616"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24995067	19	33	"PGEN_00000616"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24995147	10	36	"PGEN_00000616"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24995174	0	46	"PGEN_00000616"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24995415	32	51	"PGEN_00000616"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24995499	18	45	"PGEN_00000616"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24995583	15	34	"PGEN_00000616"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	24995751	6	26	"PGEN_00000616"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	25317430	58	9	"PGEN_00000622"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	25317438	40	42	"PGEN_00000622"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	25317505	51	65	"PGEN_00000622"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	25317639	26	39	"PGEN_00000622"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	25317773	30	29	"PGEN_00000622"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	26620661	8	30	"PGEN_00000653"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	26775074	7	37	"PGEN_00000656"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	26775378	5	34	"PGEN_00000656"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	28330698	24	19	"PGEN_00000682"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	28331859	32	28	"PGEN_00000682"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	28332048	22	16	"PGEN_00000682"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	28332093	24	14	"PGEN_00000682"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	28332099	23	12	"PGEN_00000682"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	28332360	20	18	"PGEN_00000682"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	28332505	32	69	"PGEN_00000682"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	29820482	0	83	"PGEN_00000712"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	29820547	0	116	"PGEN_00000712"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	29820612	1	40	"PGEN_00000712"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	30227823	0	28	"PGEN_00000727"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	30227827	0	30	"PGEN_00000727"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	30227991	1	35	"PGEN_00000727"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	30228353	0	48	"PGEN_00000727"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	30228366	0	46	"PGEN_00000727"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	30228384	0	47	"PGEN_00000727"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	31551202	5	106	"PGEN_00000766"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4064987	3	266	"PGEN_00000099"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4065086	1	46	"PGEN_00000099"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4233891	0	45	"PGEN_00000102"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4233913	0	50	"PGEN_00000102"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4233940	0	57	"PGEN_00000102"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4767343	16	35	"PGEN_00000113"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4820627	3	32	"PGEN_00000114"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4822878	28	35	"PGEN_00000114"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4822883	31	33	"PGEN_00000114"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4822891	17	43	"PGEN_00000114"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4822925	7	44	"PGEN_00000114"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4822946	20	27	"PGEN_00000114"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4822959	4	42	"PGEN_00000114"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	4822980	12	24	"PGEN_00000114"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	6184638	4	66	"PGEN_00000148"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	6184655	3	103	"PGEN_00000148"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	6184675	5	116	"PGEN_00000148"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	6184695	0	126	"PGEN_00000148"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	6184715	1	112	"PGEN_00000148"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	6184735	0	90	"PGEN_00000148"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	6184755	0	69	"PGEN_00000148"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	6184775	0	58	"PGEN_00000148"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	8390572	0	60	"PGEN_00000211"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	8390575	1	65	"PGEN_00000211"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	8390608	4	43	"PGEN_00000211"	"Day10"
"EPI_136"	"PGA_scaffold17__51_contigs__length_34923512"	8671040	2	64	"PGEN_00000216"	"Day10"
